job,date,maxsal,minsal
Tester,2013-9-7,890,494
Tester,2013-9-8,818,480
Tester,2013-9-9,874,453
Tester,2013-9-10,826,415
Tester,2013-9-11,890,417
Tester,2013-9-12,873,463
Tester,2013-9-13,866,416
Tester,2013-9-14,824,436
Tester,2013-9-15,890,555
Tester,2013-9-16,879,400
Tester,2013-9-17,856,400
Tester,2013-9-18,900,476
Tester,2013-9-19,894,414
Tester,2013-9-20,858,485
Tester,2013-9-21,845,444
Tester,2013-9-22,894,402
Tester,2013-9-23,865,462
Tester,2013-9-24,767,469
Tester,2013-9-25,877,445
Tester,2013-9-26,860,460
Tester,2013-9-27,894,401
Tester,2013-9-28,899,540
Tester,2013-9-29,831,435
Tester,2013-9-30,885,409
Tester,2013-10-1,885,469
Tester,2013-10-2,851,506
Tester,2013-10-3,879,532
Tester,2013-10-4,810,401
Tester,2013-10-5,756,433
Tester,2013-10-6,829,408
Tester,2013-10-7,885,498
Tester,2013-10-8,813,446
Tester,2013-10-9,861,500
Tester,2013-10-10,822,447
Tester,2013-10-11,849,420
Tester,2013-10-12,865,418
Tester,2013-10-13,867,413
Tester,2013-10-14,822,545
Tester,2013-10-15,890,420
Tester,2013-10-16,897,498
Tester,2013-10-17,898,488
Tester,2013-10-18,829,478
Tester,2013-10-19,886,464
Tester,2013-10-20,896,466
Tester,2013-10-21,863,431
Tester,2013-10-22,828,431
Tester,2013-10-23,881,448
Tester,2013-10-24,872,454
Tester,2013-10-25,896,462
Tester,2013-10-26,856,449
Tester,2013-10-27,886,432
Tester,2013-10-28,737,504
Tester,2013-10-29,885,414
Tester,2013-10-30,836,431
Tester,2013-10-31,842,428
Tester,2013-11-1,877,471
Tester,2013-11-2,867,417
Tester,2013-11-3,886,449
Tester,2013-11-4,896,442
Tester,2013-11-5,891,452
Tester,2013-11-6,851,494
Tester,2013-11-7,837,462
Tester,2013-11-8,788,502
Tester,2013-11-9,866,423
Tester,2013-11-10,840,400
Tester,2013-11-11,866,462
Tester,2013-11-12,850,405
Tester,2013-11-13,868,432
Tester,2013-11-14,810,462
Tester,2013-11-15,825,472
Tester,2013-11-16,888,573
Tester,2013-11-17,806,543
Tester,2013-11-18,825,469
Tester,2013-11-19,856,440
Tester,2013-11-20,878,449
Tester,2013-11-21,899,505
Tester,2013-11-22,769,451
Tester,2013-11-23,882,448
Tester,2013-11-24,868,416
Tester,2013-11-25,848,474
Tester,2013-11-26,842,440
Tester,2013-11-27,846,493
Tester,2013-11-28,883,581
Tester,2013-11-29,877,422
Tester,2013-11-30,848,484
Tester,2013-12-1,771,408
Tester,2013-12-2,888,404
Tester,2013-12-3,841,416
Tester,2013-12-4,863,472
Tester,2013-12-5,883,619
Tester,2013-12-6,869,403
Tester,2013-12-7,721,408
Tester,2013-12-8,831,405
Tester,2013-12-9,895,439
Tester,2013-12-10,881,434
Tester,2013-12-11,713,411
Tester,2013-12-12,882,402
Tester,2013-12-13,891,437
Tester,2013-12-14,785,452
Tester,2013-12-15,816,473
Tester,2013-12-16,835,441
Tester,2013-12-17,705,471
Tester,2013-12-18,825,458
Tester,2013-12-19,892,455
Tester,2013-12-20,862,458
Tester,2013-12-21,850,482
Tester,2013-12-22,862,427
Tester,2013-12-23,691,479
Tester,2013-12-24,791,404
Tester,2013-12-25,785,405
Tester,2013-12-26,840,537
Tester,2013-12-27,886,637
Tester,2013-12-28,883,494
Tester,2013-12-29,896,416
Tester,2013-12-30,891,414
Tester,2013-12-31,829,422
Tester,2014-1-1,714,449
Tester,2014-1-2,714,451
Tester,2014-1-3,732,462
Tester,2014-1-4,728,411
Tester,2014-1-5,890,470
Tester,2014-1-6,824,522
Tester,2014-1-7,760,409
Tester,2014-1-8,822,415
Tester,2014-1-9,815,420
Tester,2014-1-10,874,431
Tester,2014-1-11,716,404
Tester,2014-1-12,823,409
Tester,2014-1-13,877,430
Tester,2014-1-14,796,424
Tester,2014-1-15,841,423
Tester,2014-1-16,837,503
Tester,2014-1-17,725,430
Tester,2014-1-18,839,457
Tester,2014-1-19,739,501
Tester,2014-1-20,703,462
Tester,2014-1-21,847,408
Tester,2014-1-22,768,493
Tester,2014-1-23,756,406
Tester,2014-1-24,860,406
Tester,2014-1-25,840,459
Tester,2014-1-26,858,400
Tester,2014-1-27,707,403
Tester,2014-1-28,764,436
Tester,2014-1-29,836,462
Tester,2014-1-30,836,426
Tester,2014-1-31,827,416
Tester,2014-2-1,805,411
Tester,2014-2-2,855,466
Tester,2014-2-3,877,409
Tester,2014-2-4,895,473
Tester,2014-2-5,825,417
Tester,2014-2-6,676,400
Tester,2014-2-7,856,488
Tester,2014-2-8,881,485
Tester,2014-2-9,819,472
Tester,2014-2-10,666,436
Tester,2014-2-11,787,562
Tester,2014-2-12,761,475
Tester,2014-2-13,803,457
Tester,2014-2-14,767,440
Tester,2014-2-15,816,441
Tester,2014-2-16,672,486
Tester,2014-2-17,855,496
Tester,2014-2-18,766,407
Tester,2014-2-19,749,500
Tester,2014-2-20,756,402
Tester,2014-2-21,818,428
Tester,2014-2-22,771,407
Tester,2014-2-23,661,437
Tester,2014-2-24,846,425
Tester,2014-2-25,812,426
Tester,2014-2-26,785,408
Tester,2014-2-27,712,578
Tester,2014-2-28,700,402
Tester,2014-3-1,813,532
Tester,2014-3-2,834,454
Tester,2014-3-3,753,464
Tester,2014-3-4,872,477
Tester,2014-3-5,871,411
Tester,2014-3-6,844,414
Tester,2014-3-7,845,530
Tester,2014-3-8,856,426
Tester,2014-3-9,876,434
Tester,2014-3-10,820,427
Tester,2014-3-11,769,454
Tester,2014-3-12,746,482
Tester,2014-3-13,810,438
Tester,2014-3-14,859,487
Tester,2014-3-15,863,405
Tester,2014-3-16,865,421
Tester,2014-3-17,754,411
Tester,2014-3-18,779,426
Tester,2014-3-19,835,425
Tester,2014-3-20,797,470
Tester,2014-3-21,769,410
Tester,2014-3-22,796,405
Tester,2014-3-23,649,422
Tester,2014-3-24,776,401
Tester,2014-3-25,834,421
Tester,2014-3-26,777,413
Tester,2014-3-27,807,423
Tester,2014-3-28,858,433
Tester,2014-3-29,797,411
Tester,2014-3-30,810,490
Tester,2014-3-31,683,490
Tester,2014-4-1,763,441
Tester,2014-4-2,866,435
Tester,2014-4-3,778,470
Tester,2014-4-4,857,410
Tester,2014-4-5,838,450
Tester,2014-4-6,842,406
Tester,2014-4-7,850,471
Tester,2014-4-8,826,494
Tester,2014-4-9,816,476
Tester,2014-4-10,728,438
Tester,2014-4-11,791,421
Tester,2014-4-12,787,419
Tester,2014-4-13,741,408
Tester,2014-4-14,889,407
Tester,2014-4-15,701,465
Tester,2014-4-16,816,561
Tester,2014-4-17,848,483
Tester,2014-4-18,872,439
Tester,2014-4-19,816,543
Tester,2014-4-20,841,536
Tester,2014-4-21,804,496
Tester,2014-4-22,824,435
Tester,2014-4-23,764,406
Tester,2014-4-24,750,463
Tester,2014-4-25,754,475
Tester,2014-4-26,882,417
Tester,2014-4-27,883,482
Tester,2014-4-28,832,427
Tester,2014-4-29,813,412
Tester,2014-4-30,879,608
Tester,2014-5-1,841,497
Tester,2014-5-2,795,509
Tester,2014-5-3,757,514
Tester,2014-5-4,857,463
Tester,2014-5-5,879,418
Tester,2014-5-6,730,400
Tester,2014-5-7,733,402
Tester,2014-5-8,868,421
Tester,2014-5-9,748,485
Tester,2014-5-10,773,501
Tester,2014-5-11,842,413
Tester,2014-5-12,814,494
Tester,2014-5-13,837,469
Tester,2014-5-14,806,424
Tester,2014-5-15,816,413
Tester,2014-5-16,690,465
Tester,2014-5-17,728,419
Tester,2014-5-18,831,418
Tester,2014-5-19,849,461
Tester,2014-5-20,869,519
Tester,2014-5-21,769,462
Tester,2014-5-22,817,420
Tester,2014-5-23,825,425
Tester,2014-5-24,818,402
Tester,2014-5-25,778,442
Tester,2014-5-26,729,405
Tester,2014-5-27,867,445
Tester,2014-5-28,866,431
Tester,2014-5-29,792,424
Tester,2014-5-30,817,437
Tester,2014-5-31,750,436
Tester,2014-6-1,736,413
Tester,2014-6-2,820,412
Tester,2014-6-3,696,454
Tester,2014-6-4,815,499
Tester,2014-6-5,800,429
Tester,2014-6-6,840,603
Tester,2014-6-7,807,426
Tester,2014-6-8,681,554
Tester,2014-6-9,854,420
Tester,2014-6-10,867,441
Tester,2014-6-11,774,444
Tester,2014-6-12,881,418
Tester,2014-6-13,816,454
Tester,2014-6-14,736,465
Tester,2014-6-15,758,410
Tester,2014-6-16,805,483
Tester,2014-6-17,826,425
Tester,2014-6-18,845,463
Tester,2014-6-19,753,437
Tester,2014-6-20,844,464
Tester,2014-6-21,772,580
Tester,2014-6-22,806,413
Tester,2014-6-23,866,431
Tester,2014-6-24,738,433
Tester,2014-6-25,780,519
Tester,2014-6-26,750,406
Tester,2014-6-27,847,400
Tester,2014-6-28,846,456
Tester,2014-6-29,710,418
Tester,2014-6-30,761,404
Tester,2014-7-1,838,423
Tester,2014-7-2,861,482
Tester,2014-7-3,823,505
Tester,2014-7-4,855,446
Tester,2014-7-5,818,454
Tester,2014-7-6,789,414
Tester,2014-7-7,741,411
Tester,2014-7-8,731,400
Tester,2014-7-9,763,436
Tester,2014-7-10,746,507
Tester,2014-7-11,690,463
Tester,2014-7-12,844,413
Tester,2014-7-13,872,401
Tester,2014-7-14,803,403
Tester,2014-7-15,825,472
Tester,2014-7-16,647,419
Tester,2014-7-17,672,433
Tester,2014-7-18,762,455
Tester,2014-7-19,661,443
Tester,2014-7-20,731,403
Tester,2014-7-21,770,424
Tester,2014-7-22,865,409
Tester,2014-7-23,746,505
Tester,2014-7-24,817,414
Tester,2014-7-25,887,541
Tester,2014-7-26,868,411
Tester,2014-7-27,714,430
Tester,2014-7-28,735,406
Tester,2014-7-29,789,440
Tester,2014-7-30,811,404
Tester,2014-7-31,754,480
Tester,2014-8-1,859,520
Tester,2014-8-2,841,408
Tester,2014-8-3,725,426
Tester,2014-8-4,810,484
Tester,2014-8-5,827,489
Tester,2014-8-6,761,412
Tester,2014-8-7,716,405
Tester,2014-8-8,886,434
Tester,2014-8-9,806,504
Tester,2014-8-10,865,418
Tester,2014-8-11,820,411
Tester,2014-8-12,861,438
Tester,2014-8-13,855,445
Tester,2014-8-14,870,402
Tester,2014-8-15,697,511
Tester,2014-8-16,761,416
Tester,2014-8-17,837,415
Tester,2014-8-18,821,411
Tester,2014-8-19,852,526
Tester,2014-8-20,763,420
Tester,2014-8-21,893,451
Tester,2014-8-22,852,525
Tester,2014-8-23,818,454
Tester,2014-8-24,855,472
Tester,2014-8-25,751,445
Tester,2014-8-26,792,424
Tester,2014-8-27,835,454
Tester,2014-8-28,880,437
Tester,2014-8-29,864,400
Tester,2014-8-30,782,460
Tester,2014-8-31,772,590
Tester,2014-9-1,834,421
Tester,2014-9-2,785,468
Tester,2014-9-3,852,473
Tester,2014-9-4,819,463
Tester,2014-9-5,838,527
Tester,2014-9-6,586,476
Tester,2014-9-7,783,453
Tester,2014-9-8,857,407
Tester,2014-9-9,830,405
Tester,2014-9-10,820,404
Tester,2014-9-11,809,405
Tester,2014-9-12,697,500
Tester,2014-9-13,840,418
Tester,2014-9-14,642,526
Tester,2014-9-15,701,431
Tester,2014-9-16,789,522
Tester,2014-9-17,829,482
Tester,2014-9-18,758,422
Tester,2014-9-19,793,443
Tester,2014-9-20,864,479
Tester,2014-9-21,805,421
Tester,2014-9-22,779,486
Tester,2014-9-23,880,470
Tester,2014-9-24,855,536
Tester,2014-9-25,675,410
Tester,2014-9-26,868,409
Tester,2014-9-27,855,446
Tester,2014-9-28,817,402
Tester,2014-9-29,764,407
Tester,2014-9-30,808,495
Tester,2014-10-1,790,407
Tester,2014-10-2,744,429
Tester,2014-10-3,757,452
Tester,2014-10-4,837,437
Tester,2014-10-5,776,428
Tester,2014-10-6,835,448
Tester,2014-10-7,787,405
Tester,2014-10-8,844,426
Tester,2014-10-9,801,400
Tester,2014-10-10,833,451
Tester,2014-10-11,863,479
Tester,2014-10-12,818,439
Tester,2014-10-13,728,434
Tester,2014-10-14,756,421
Tester,2014-10-15,705,400
Tester,2014-10-16,876,503
Tester,2014-10-17,784,405
Tester,2014-10-18,717,419
Tester,2014-10-19,777,515
Tester,2014-10-20,829,429
Tester,2014-10-21,732,480
Tester,2014-10-22,782,401
Tester,2014-10-23,890,521
Tester,2014-10-24,648,421
Tester,2014-10-25,785,464
Tester,2014-10-26,878,411
Tester,2014-10-27,677,429
Tester,2014-10-28,725,473
Tester,2014-10-29,804,500
Tester,2014-10-30,775,461
Tester,2014-10-31,733,412
Tester,2014-11-1,893,484
Tester,2014-11-2,845,504
Tester,2014-11-3,766,433
Tester,2014-11-4,792,595
Tester,2014-11-5,871,546
Tester,2014-11-6,817,422
Tester,2014-11-7,843,479
Tester,2014-11-8,724,491
Tester,2014-11-9,763,435
Tester,2014-11-10,705,414
Tester,2014-11-11,792,438
Tester,2014-11-12,883,410
Tester,2014-11-13,849,495
Tester,2014-11-14,844,422
Tester,2014-11-15,829,436
Tester,2014-11-16,760,433
Tester,2014-11-17,770,410
Tester,2014-11-18,704,409
Tester,2014-11-19,834,442
Tester,2014-11-20,674,400
Tester,2014-11-21,813,409
Tester,2014-11-22,748,402
Tester,2014-11-23,839,432
Tester,2014-11-24,869,438
Tester,2014-11-25,860,429
Tester,2014-11-26,866,423
Tester,2014-11-27,755,416
Tester,2014-11-28,835,424
Tester,2014-11-29,803,414
Tester,2014-11-30,700,422
Tester,2014-12-1,834,504
Tester,2014-12-2,781,413
Tester,2014-12-3,821,411
Tester,2014-12-4,800,430
Tester,2014-12-5,732,416
Tester,2014-12-6,828,400
Tester,2014-12-7,886,411
Tester,2014-12-8,769,488
Tester,2014-12-9,728,569
Tester,2014-12-10,833,526
Tester,2014-12-11,827,480
Tester,2014-12-12,822,416
Tester,2014-12-13,850,434
Tester,2014-12-14,764,474
Tester,2014-12-15,779,508
Tester,2014-12-16,827,405
Tester,2014-12-17,882,511
Tester,2014-12-18,847,487
Tester,2014-12-19,820,422
Tester,2014-12-20,822,430
Tester,2014-12-21,846,457
Tester,2014-12-22,784,446
Tester,2014-12-23,786,457
Tester,2014-12-24,866,496
Tester,2014-12-25,874,409
Tester,2014-12-26,661,466
Tester,2014-12-27,736,494
Tester,2014-12-28,737,400
Tester,2014-12-29,805,429
Tester,2014-12-30,773,465
Tester,2014-12-31,687,420
Tester,2015-1-1,889,408
Tester,2015-1-2,840,482
Tester,2015-1-3,864,417
Tester,2015-1-4,741,411
Tester,2015-1-5,879,434
Tester,2015-1-6,829,423
Tester,2015-1-7,743,400
Tester,2015-1-8,859,451
Tester,2015-1-9,810,415
Tester,2015-1-10,871,603
Tester,2015-1-11,886,437
Tester,2015-1-12,830,441
Tester,2015-1-13,879,414
Tester,2015-1-14,858,446
Tester,2015-1-15,785,434
Tester,2015-1-16,897,475
Tester,2015-1-17,898,416
Tester,2015-1-18,859,415
Tester,2015-1-19,895,482
Tester,2015-1-20,829,499
Tester,2015-1-21,887,479
Tester,2015-1-22,872,445
Tester,2015-1-23,877,559
Tester,2015-1-24,867,405
Tester,2015-1-25,846,440
Tester,2015-1-26,880,405
Tester,2015-1-27,862,438
Tester,2015-1-28,895,401
Tester,2015-1-29,840,447
Tester,2015-1-30,839,470
Tester,2015-1-31,807,413
Tester,2015-2-1,868,454
Tester,2015-2-2,886,424
Tester,2015-2-3,881,463
Tester,2015-2-4,880,568
Tester,2015-2-5,795,412
Tester,2015-2-6,870,411
Tester,2015-2-7,895,463
Tester,2015-2-8,860,499
Tester,2015-2-9,869,432
Tester,2015-2-10,874,406
Tester,2015-2-11,893,418
Tester,2015-2-12,809,409
Tester,2015-2-13,843,403
Tester,2015-2-14,870,409
Tester,2015-2-15,892,499
Tester,2015-2-16,858,422
Tester,2015-2-17,885,407
Tester,2015-2-18,865,401
Tester,2015-2-19,896,431
Tester,2015-2-20,877,466
Tester,2015-2-21,899,407
Tester,2015-2-22,841,407
Tester,2015-2-23,854,422
Tester,2015-2-24,873,420
Tester,2015-2-25,874,446
Tester,2015-2-26,888,403
Tester,2015-2-27,881,471
Tester,2015-2-28,882,422
Tester,2015-3-1,879,446
Tester,2015-3-2,893,428
Tester,2015-3-3,861,426
Tester,2015-3-4,875,416
Tester,2015-3-5,803,423
Tester,2015-3-6,794,445
Tester,2015-3-7,872,526
Tester,2015-3-8,898,403
Tester,2015-3-9,831,455
Tester,2015-3-10,879,457
Tester,2015-3-11,891,402
Tester,2015-3-12,875,505
Tester,2015-3-13,865,426
Tester,2015-3-14,755,408
Tester,2015-3-15,887,402
Tester,2015-3-16,876,414
Tester,2015-3-17,880,435
Tester,2015-3-18,896,637
Tester,2015-3-19,884,423
Tester,2015-3-20,888,421
Tester,2015-3-21,818,453
Tester,2015-3-22,756,433
Tester,2015-3-23,790,413
Tester,2015-3-24,890,428
Tester,2015-3-25,838,430
Tester,2015-3-26,891,405
Tester,2015-3-27,710,420
Tester,2015-3-28,844,406
Tester,2015-3-29,880,424
Tester,2015-3-30,900,432
Tester,2015-3-31,886,457
Tester,2015-4-1,855,472
Tester,2015-4-2,872,456
Tester,2015-4-3,800,412
Tester,2015-4-4,899,435
Tester,2015-4-5,798,487
Tester,2015-4-6,833,482
Tester,2015-4-7,762,425
Tester,2015-4-8,892,435
Tester,2015-4-9,797,409
Tester,2015-4-10,892,472
Tester,2015-4-11,882,403
Tester,2015-4-12,823,438
Tester,2015-4-13,780,401
Tester,2015-4-14,879,409
Tester,2015-4-15,712,415
Tester,2015-4-16,850,448
Tester,2015-4-17,867,430
Tester,2015-4-18,840,403
Tester,2015-4-19,839,407
Tester,2015-4-20,877,437
Tester,2015-4-21,831,458
Tester,2015-4-22,844,474
Tester,2015-4-23,856,456
Tester,2015-4-24,874,408
Tester,2015-4-25,833,428
Tester,2015-4-26,855,486
Tester,2015-4-27,820,404
Tester,2015-4-28,888,439
Tester,2015-4-29,835,412
Tester,2015-4-30,749,445
Tester,2015-5-1,900,450
Tester,2015-5-2,894,482
Tester,2015-5-3,801,408
Tester,2015-5-4,705,424
Tester,2015-5-5,855,499
Tester,2015-5-6,887,410
Tester,2015-5-7,857,449
Tester,2015-5-8,834,468
Tester,2015-5-9,861,464
Tester,2015-5-10,863,481
Tester,2015-5-11,896,417
Tester,2015-5-12,835,412
Tester,2015-5-13,871,587
Tester,2015-5-14,883,452
Tester,2015-5-15,780,409
Tester,2015-5-16,852,400
Tester,2015-5-17,869,415
Tester,2015-5-18,859,475
Tester,2015-5-19,875,453
Tester,2015-5-20,897,404
Tester,2015-5-21,878,435
Tester,2015-5-22,881,448
Tester,2015-5-23,895,446
Tester,2015-5-24,845,425
Tester,2015-5-25,762,415
Tester,2015-5-26,810,460
Tester,2015-5-27,894,454
Tester,2015-5-28,809,412
Tester,2015-5-29,895,499
Tester,2015-5-30,875,461
Tester,2015-5-31,833,444
Tester,2015-6-1,858,408
Tester,2015-6-2,829,411
Tester,2015-6-3,881,435
Tester,2015-6-4,766,494
Tester,2015-6-5,819,448
Tester,2015-6-6,823,465
Tester,2015-6-7,797,407
Tester,2015-6-8,860,412
Tester,2015-6-9,891,452
Tester,2015-6-10,863,411
Tester,2015-6-11,877,457
Tester,2015-6-12,841,435
Tester,2015-6-13,880,426
Tester,2015-6-14,876,429
Tester,2015-6-15,885,428
Tester,2015-6-16,892,434
Tester,2015-6-17,697,425
Tester,2015-6-18,748,461
Tester,2015-6-19,796,496
Tester,2015-6-20,855,523
Tester,2015-6-21,886,468
Tester,2015-6-22,898,413
Tester,2015-6-23,890,502
Tester,2015-6-24,900,552
Tester,2015-6-25,899,426
Tester,2015-6-26,895,423
Tester,2015-6-27,783,441
Tester,2015-6-28,858,431
Tester,2015-6-29,809,438
Tester,2015-6-30,883,464
Tester,2015-7-1,735,443
Tester,2015-7-2,898,494
Tester,2015-7-3,851,465
Tester,2015-7-4,796,424
Tester,2015-7-5,814,512
Tester,2015-7-6,885,428
Tester,2015-7-7,896,451
Tester,2015-7-8,859,530
Tester,2015-7-9,853,485
Tester,2015-7-10,807,403
Tester,2015-7-11,899,407
Tester,2015-7-12,873,436
Tester,2015-7-13,846,474
Tester,2015-7-14,895,557
Tester,2015-7-15,898,408
Tester,2015-7-16,895,435
Tester,2015-7-17,896,450
Tester,2015-7-18,888,440
Tester,2015-7-19,847,417
Tester,2015-7-20,801,427
Tester,2015-7-21,804,428
Tester,2015-7-22,862,510
Tester,2015-7-23,860,416
Tester,2015-7-24,865,419
Tester,2015-7-25,899,482
Tester,2015-7-26,892,451
Tester,2015-7-27,769,422
Tester,2015-7-28,869,405
Tester,2015-7-29,743,457
Tester,2015-7-30,866,457
Tester,2015-7-31,795,411
Tester,2015-8-1,883,446
Tester,2015-8-2,867,491
Tester,2015-8-3,829,446
Tester,2015-8-4,899,428
Tester,2015-8-5,885,435
Tester,2015-8-6,874,593
Tester,2015-8-7,881,406
Tester,2015-8-8,721,479
Tester,2015-8-9,813,400
Tester,2015-8-10,810,449
Tester,2015-8-11,829,457
Tester,2015-8-12,895,427
Tester,2015-8-13,790,431
Tester,2015-8-14,829,460
Tester,2015-8-15,667,411
Tester,2015-8-16,872,457
Tester,2015-8-17,831,428
Tester,2015-8-18,890,613
Tester,2015-8-19,820,544
Tester,2015-8-20,885,466
Tester,2015-8-21,841,427
Tester,2015-8-22,836,519
Tester,2015-8-23,894,493
Tester,2015-8-24,885,425
Tester,2015-8-25,867,593
Tester,2015-8-26,893,483
Tester,2015-8-27,812,487
Tester,2015-8-28,892,421
Tester,2015-8-29,889,520
Tester,2015-8-30,899,501
Tester,2015-8-31,859,443
Tester,2015-9-1,819,465
Tester,2015-9-2,837,411
Tester,2015-9-3,854,512
Tester,2015-9-4,860,450
Tester,2015-9-5,698,467
Tester,2015-9-6,858,407
Tester,2015-9-7,899,400
Tester,2015-9-8,712,415
Tester,2015-9-9,895,408
Tester,2015-9-10,871,497
Tester,2015-9-11,894,447
Tester,2015-9-12,719,409
Tester,2015-9-13,884,412
Tester,2015-9-14,892,504
Tester,2015-9-15,872,402
Tester,2015-9-16,829,503
Tester,2015-9-17,882,413
Tester,2015-9-18,880,422
Tester,2015-9-19,814,410
Tester,2015-9-20,835,401
Tester,2015-9-21,887,414
Tester,2015-9-22,839,433
Tester,2015-9-23,891,559
Tester,2015-9-24,885,401
Tester,2015-9-25,858,412
Tester,2015-9-26,847,467
Tester,2015-9-27,821,444
Tester,2015-9-28,820,476
Tester,2015-9-29,848,441
Tester,2015-9-30,827,405
Tester,2015-10-1,899,487
Tester,2015-10-2,772,541
Tester,2015-10-3,798,427
Tester,2015-10-4,790,403
Tester,2015-10-5,870,528
Tester,2015-10-6,831,416
Tester,2015-10-7,884,408
Tester,2015-10-8,881,434
Tester,2015-10-9,889,414
Tester,2015-10-10,849,454
Tester,2015-10-11,864,447
Tester,2015-10-12,891,441
Tester,2015-10-13,870,458
Tester,2015-10-14,864,412
Tester,2015-10-15,829,556
Tester,2015-10-16,770,409
Tester,2015-10-17,811,406
Tester,2015-10-18,818,469
Tester,2015-10-19,871,437
Tester,2015-10-20,877,478
Tester,2015-10-21,778,461
Tester,2015-10-22,898,465
Tester,2015-10-23,894,401
Tester,2015-10-24,745,432
Tester,2015-10-25,878,404
Tester,2015-10-26,887,415
Tester,2015-10-27,804,439
Tester,2015-10-28,804,518
Tester,2015-10-29,853,421
Tester,2015-10-30,838,401
Tester,2015-10-31,894,472
Tester,2015-11-1,830,441
Tester,2015-11-2,894,546
Tester,2015-11-3,891,423
Tester,2015-11-4,703,406
Tester,2015-11-5,837,456
Tester,2015-11-6,870,548
Tester,2015-11-7,807,404
Tester,2015-11-8,887,440
Tester,2015-11-9,818,403
Tester,2015-11-10,832,470
Tester,2015-11-11,887,487
Tester,2015-11-12,885,411
Tester,2015-11-13,899,522
Tester,2015-11-14,835,437
Tester,2015-11-15,852,406
Tester,2015-11-16,856,450
Tester,2015-11-17,888,421
Tester,2015-11-18,865,466
Tester,2015-11-19,852,415
Tester,2015-11-20,897,407
Tester,2015-11-21,878,431
Tester,2015-11-22,848,446
Tester,2015-11-23,894,421
Tester,2015-11-24,873,436
Tester,2015-11-25,825,417
Tester,2015-11-26,800,423
Tester,2015-11-27,880,550
Tester,2015-11-28,856,421
Tester,2015-11-29,823,406
Tester,2015-11-30,791,408
Tester,2015-12-1,779,400
Tester,2015-12-2,855,440
Tester,2015-12-3,884,417
Tester,2015-12-4,793,403
Tester,2015-12-5,843,416
Tester,2015-12-6,834,408
Tester,2015-12-7,898,428
Tester,2015-12-8,893,471
Tester,2015-12-9,871,483
Tester,2015-12-10,895,410
Tester,2015-12-11,898,409
Tester,2015-12-12,735,470
Tester,2015-12-13,817,422
Tester,2015-12-14,809,448
Tester,2015-12-15,820,431
Tester,2015-12-16,872,415
Tester,2015-12-17,858,519
Tester,2015-12-18,686,422
Tester,2015-12-19,872,471
Tester,2015-12-20,838,411
Tester,2015-12-21,743,451
Tester,2015-12-22,886,415
Tester,2015-12-23,897,421
Tester,2015-12-24,822,474
Tester,2015-12-25,892,434
Tester,2015-12-26,859,431
Tester,2015-12-27,880,406
Tester,2015-12-28,892,440
Tester,2015-12-29,849,412
Tester,2015-12-30,834,505
Tester,2015-12-31,809,508
Tester,2016-1-1,827,409
Tester,2016-1-2,851,445
Tester,2016-1-3,777,521
Tester,2016-1-4,843,438
Tester,2016-1-5,846,476
Tester,2016-1-6,845,438
Tester,2016-1-7,746,410
Tester,2016-1-8,805,401
Tester,2016-1-9,673,519
Tester,2016-1-10,762,424
Tester,2016-1-11,828,424
Tester,2016-1-12,732,418
Tester,2016-1-13,746,402
Tester,2016-1-14,824,428
Tester,2016-1-15,757,634
Tester,2016-1-16,751,414
Tester,2016-1-17,722,417
Tester,2016-1-18,786,400
Tester,2016-1-19,648,459
Tester,2016-1-20,757,463
Tester,2016-1-21,771,446
Tester,2016-1-22,815,413
Tester,2016-1-23,844,417
Tester,2016-1-24,880,458
Tester,2016-1-25,848,421
Tester,2016-1-26,775,416
Tester,2016-1-27,858,401
Tester,2016-1-28,667,409
Tester,2016-1-29,871,408
Tester,2016-1-30,831,464
Tester,2016-1-31,871,436
Tester,2016-2-1,886,453
Tester,2016-2-2,811,435
Tester,2016-2-3,761,426
Tester,2016-2-4,754,567
Tester,2016-2-5,775,415
Tester,2016-2-6,835,407
Tester,2016-2-7,796,563
Tester,2016-2-8,800,434
Tester,2016-2-9,813,413
Tester,2016-2-10,877,413
Tester,2016-2-11,824,421
Tester,2016-2-12,684,466
Tester,2016-2-13,836,402
Tester,2016-2-14,789,508
Tester,2016-2-15,784,428
Tester,2016-2-16,884,480
Tester,2016-2-17,735,475
Tester,2016-2-18,879,471
Tester,2016-2-19,813,462
Tester,2016-2-20,855,506
Tester,2016-2-21,819,488
Tester,2016-2-22,827,559
Tester,2016-2-23,776,488
Tester,2016-2-24,700,497
Tester,2016-2-25,838,442
Tester,2016-2-26,665,411
Tester,2016-2-27,751,419
Tester,2016-2-28,773,466
Tester,2016-2-29,690,402
Tester,2016-3-1,803,548
Tester,2016-3-2,843,447
Tester,2016-3-3,871,432
Tester,2016-3-4,766,433
Tester,2016-3-5,825,538
Tester,2016-3-6,803,422
Tester,2016-3-7,807,492
Tester,2016-3-8,855,415
Tester,2016-3-9,881,435
Tester,2016-3-10,825,461
Tester,2016-3-11,813,455
Tester,2016-3-12,831,487
Tester,2016-3-13,874,436
Tester,2016-3-14,716,406
Tester,2016-3-15,842,419
Tester,2016-3-16,832,470
Tester,2016-3-17,820,592
Tester,2016-3-18,711,410
Tester,2016-3-19,773,501
Tester,2016-3-20,820,463
Tester,2016-3-21,809,579
Tester,2016-3-22,895,408
Tester,2016-3-23,780,476
Tester,2016-3-24,832,425
Tester,2016-3-25,828,496
Tester,2016-3-26,833,448
