sl,date,job,experience,rating,pperhour
1218,2004-02-02,2,Tester,1,3.0,292.0
1219,2007-08-01,2,Tester,4,3.4,510.0
1220,2006-03-01,2,Tester,2,2.5,206.0
1221,2000-05-02,2,Tester,5,4.7,1998.0
1222,2006-07-07,2,Tester,1,4.2,1155.0
1223,2007-05-26,2,Tester,4,2.7,203.0
1224,2003-05-12,2,Tester,4,3.9,819.0
1225,2000-09-13,2,Tester,4,3.7,944.0
1226,2001-05-28,2,Tester,1,3.3,792.0
1227,2007-12-10,2,Tester,2,4.0,600.0
1228,2010-07-08,2,Tester,3,4.6,805.0
1229,2001-04-04,2,Tester,2,4.5,1800.0
1230,2007-02-21,2,Tester,4,4.8,1200.0
1231,2003-02-08,2,Tester,5,4.6,1610.0
1232,2001-11-18,2,Tester,1,2.2,264.0
1233,2008-04-19,2,Tester,5,4.9,1103.0
1234,2008-12-13,2,Tester,3,4.7,1058.0
1235,2009-12-17,2,Tester,2,2.0,40.0
1236,2005-11-15,2,Tester,5,4.5,1350.0
1237,2009-08-09,2,Tester,3,3.6,432.0
1238,2007-12-28,2,Tester,1,4.5,1125.0
1239,2006-08-02,2,Tester,2,1.6,44.0
1240,2003-11-28,2,Tester,5,1.8,63.0
1241,2010-01-12,2,Tester,1,2.5,131.0
1242,2001-07-25,2,Tester,3,3.3,792.0
1243,2005-08-22,2,Tester,5,3.0,270.0
1244,2004-03-15,2,Tester,3,4.0,780.0
1245,2002-10-15,2,Tester,3,1.0,38.0
1246,2000-08-02,2,Tester,4,4.1,1742.0
1247,2007-11-05,2,Tester,2,3.1,465.0
1248,2010-01-18,2,Tester,3,3.0,158.0
1249,2004-04-06,2,Tester,2,2.9,283.0
1250,2005-04-28,2,Tester,5,1.2,36.0
1251,2010-06-22,2,Tester,1,2.2,116.0
1252,2000-09-22,2,Tester,1,4.2,1785.0
1253,2002-03-05,2,Tester,3,3.9,878.0
1254,2006-12-26,2,Tester,1,3.3,544.0
1255,2005-04-06,2,Tester,1,3.5,630.0
1256,2004-09-28,2,Tester,1,1.7,55.0
1257,2001-10-15,2,Tester,3,1.5,60.0
1258,2000-01-19,2,Tester,4,4.4,1870.0
1259,2010-03-18,2,Tester,3,1.6,28.0
1260,2000-10-19,2,Tester,1,4.5,1913.0
1261,2005-11-14,2,Tester,1,4.6,1380.0
1262,2005-09-11,2,Tester,3,4.6,1380.0
1263,2005-11-20,2,Tester,1,4.0,720.0
1264,2001-11-11,2,Tester,5,2.4,288.0
1265,2008-10-22,2,Tester,4,1.5,34.0
1266,2000-08-02,2,Tester,4,3.1,790.0
1267,2005-12-24,2,Tester,1,1.6,48.0
1268,2002-06-15,2,Tester,1,3.2,720.0
1269,2002-12-30,2,Tester,4,3.1,698.0
1270,2005-01-13,2,Tester,2,3.4,612.0
1271,2003-05-19,2,Tester,5,1.1,39.0
1272,2003-10-11,2,Tester,1,4.1,1435.0
1273,2009-06-23,2,Tester,5,4.8,960.0
1274,2004-10-18,2,Tester,1,1.6,52.0
1275,2007-12-01,2,Tester,1,2.4,180.0
1276,2001-04-30,2,Tester,2,1.6,64.0
1277,2002-12-04,2,Tester,1,4.0,900.0
1278,2008-08-14,2,Tester,4,4.8,1080.0
1279,2010-06-18,2,Tester,3,1.8,32.0
1280,2005-06-20,2,Tester,5,3.0,270.0
1281,2002-12-08,2,Tester,1,4.2,1575.0
1282,2009-07-02,2,Tester,2,3.9,468.0
1283,2010-11-28,2,Tester,1,4.5,788.0
1284,2010-05-06,2,Tester,4,1.4,24.0
1285,2009-11-12,2,Tester,5,2.3,138.0
1286,2006-06-18,2,Tester,1,2.4,198.0
1287,2001-07-19,2,Tester,4,1.5,60.0
1288,2002-03-06,2,Tester,5,1.4,52.0
1289,2004-10-24,2,Tester,2,3.0,292.0
1290,2001-10-30,2,Tester,1,1.9,76.0
1291,2009-05-20,2,Tester,3,2.0,40.0
1292,2001-01-24,2,Tester,5,4.2,1680.0
1293,2000-01-08,2,Tester,3,2.1,268.0
1294,2004-07-25,2,Tester,4,2.5,244.0
1295,2006-02-06,2,Tester,3,2.0,55.0
1296,2008-04-28,2,Tester,2,3.4,459.0
1297,2006-09-19,2,Tester,1,1.3,36.0
1298,2002-10-12,2,Tester,1,4.4,1650.0
1299,2002-11-03,2,Tester,1,1.3,49.0
1300,2008-08-17,2,Tester,1,1.5,34.0
1301,2001-11-10,2,Tester,5,3.0,360.0
1302,2010-02-25,2,Tester,1,2.1,110.0
1303,2010-11-20,2,Tester,5,3.5,368.0
1304,2003-12-16,2,Tester,2,3.3,693.0
1305,2000-05-05,2,Tester,3,2.7,344.0
1306,2010-05-07,2,Tester,4,2.7,142.0
1307,2004-04-11,2,Tester,2,1.8,59.0
1308,2003-06-24,2,Tester,4,3.3,693.0
1309,2001-02-01,2,Tester,3,1.7,68.0
1310,2007-10-29,2,Tester,5,4.7,1175.0
1311,2002-07-16,2,Tester,3,4.4,1650.0
1312,2008-09-10,2,Tester,2,3.6,486.0
1313,2006-02-24,2,Tester,5,4.5,1238.0
1314,2004-11-28,2,Tester,1,4.4,1430.0
1315,2006-10-09,2,Tester,5,2.6,215.0
1316,2000-05-07,2,Tester,1,2.5,319.0
1317,2009-02-15,2,Tester,3,4.1,820.0
1318,2010-06-08,2,Tester,5,4.7,822.0
1319,2001-01-04,2,Tester,3,1.1,44.0
1320,2000-08-29,2,Tester,5,2.4,306.0
1321,2003-01-23,2,Tester,2,3.2,672.0
1322,2004-02-18,2,Tester,3,1.3,42.0
1323,2006-09-22,2,Tester,4,3.9,643.0
1324,2001-01-18,2,Tester,2,3.4,816.0
1325,2009-08-28,2,Tester,4,2.9,174.0
1326,2001-02-15,2,Tester,5,1.7,68.0
1327,2004-07-12,2,Tester,3,3.0,292.0
1328,2006-03-31,2,Tester,4,1.0,28.0
1329,2005-07-27,2,Tester,3,2.8,252.0
1330,2009-05-23,2,Tester,4,2.4,144.0
1331,2010-05-31,2,Tester,4,2.7,142.0
1332,2003-10-22,2,Tester,2,1.1,39.0
1333,2001-01-22,2,Tester,5,2.1,252.0
1334,2010-04-03,2,Tester,2,3.2,336.0
1335,2006-08-31,2,Tester,2,1.4,39.0
1336,2006-02-06,2,Tester,4,1.1,30.0
1337,2006-09-14,2,Tester,5,1.8,50.0
1338,2002-06-07,2,Tester,4,1.6,60.0
1339,2009-07-25,2,Tester,5,3.8,456.0
1340,2004-11-01,2,Tester,5,3.1,604.0
1341,2008-10-25,2,Tester,1,2.1,142.0
1342,2009-01-22,2,Tester,1,2.4,144.0
1343,2007-11-30,2,Tester,2,2.5,188.0
1344,2008-11-17,2,Tester,2,3.2,432.0
1345,2006-11-27,2,Tester,3,1.1,30.0
1346,2001-09-02,2,Tester,2,4.6,1840.0
1347,2010-02-03,2,Tester,4,1.2,21.0
1348,2005-06-14,2,Tester,3,4.2,1260.0
1349,2000-10-08,2,Tester,5,3.0,382.0
1350,2009-01-14,2,Tester,5,1.7,34.0
1351,2000-06-19,2,Tester,2,1.1,47.0
1352,2009-03-11,2,Tester,3,4.4,880.0
1353,2000-02-17,2,Tester,3,2.6,331.0
1354,2003-04-13,2,Tester,1,2.6,273.0
1355,2003-07-19,2,Tester,3,1.5,53.0
1356,2007-11-19,2,Tester,3,4.6,1150.0
1357,2002-04-18,2,Tester,2,4.1,1537.0
1358,2007-09-29,2,Tester,3,1.2,30.0
1359,2010-01-15,2,Tester,3,2.1,110.0
1360,2010-04-28,2,Tester,1,1.5,26.0
1361,2007-06-06,2,Tester,4,3.6,540.0
1362,2010-12-03,2,Tester,5,2.5,131.0
1363,2006-03-15,2,Tester,4,2.4,198.0
1364,2009-04-20,2,Tester,4,4.7,940.0
1365,2009-09-08,2,Tester,5,1.5,30.0
1366,2008-03-21,2,Tester,4,2.3,155.0
1367,2009-10-31,2,Tester,3,2.4,144.0
1368,2008-12-13,2,Tester,4,2.3,155.0
1369,2005-03-07,2,Tester,3,1.9,57.0
1370,2003-08-14,2,Tester,3,4.8,1680.0
1371,2001-04-20,2,Tester,2,3.9,936.0
1372,2005-04-18,2,Tester,1,2.8,252.0
1373,2002-04-12,2,Tester,5,3.5,788.0
1374,2007-10-10,2,Tester,2,2.0,50.0
1375,2005-04-29,2,Tester,2,1.5,45.0
1376,2010-12-20,2,Tester,2,3.6,378.0
1377,2005-10-25,2,Tester,2,3.7,666.0
1378,2001-03-01,2,Tester,4,4.4,1760.0
1379,2004-03-21,2,Tester,3,4.1,1332.0
1380,2010-05-19,2,Tester,4,4.5,788.0
1381,2002-04-18,2,Tester,4,1.1,41.0
1382,2010-01-03,2,Tester,2,1.3,23.0
1383,2010-10-06,2,Tester,1,4.5,788.0
1384,2010-12-28,2,Tester,3,4.9,858.0
1385,2008-02-05,2,Tester,3,1.9,43.0
1386,2001-04-05,2,Tester,4,3.2,768.0
1387,2001-10-06,2,Tester,2,3.6,864.0
1388,2000-05-01,2,Tester,1,3.8,969.0
1389,2000-05-07,2,Tester,2,1.4,59.0
1390,2006-06-25,2,Tester,5,3.4,561.0
1391,2008-10-15,2,Tester,1,4.8,1080.0
1392,2005-08-11,2,Tester,4,2.0,60.0
1393,2000-04-30,2,Tester,5,3.1,790.0
1394,2009-12-28,2,Tester,5,3.9,468.0
1395,2008-02-06,2,Tester,1,1.8,41.0
1396,2001-12-18,2,Tester,5,1.6,64.0
1397,2002-02-06,2,Tester,4,1.7,64.0
1398,2009-07-06,2,Tester,5,1.6,32.0
1399,2000-10-18,2,Tester,5,2.7,344.0
1400,2001-08-28,2,Tester,1,2.6,312.0
1401,2008-06-14,2,Tester,3,3.5,472.0
1402,2006-10-09,2,Tester,3,3.3,544.0
1403,2008-04-29,2,Tester,2,1.3,29.0
1404,2008-08-07,2,Tester,4,1.8,41.0
1405,2007-05-24,2,Tester,4,2.0,50.0
1406,2004-12-13,2,Tester,4,1.5,49.0
1407,2000-01-10,2,Tester,2,4.8,2040.0
1408,2002-05-02,2,Tester,1,2.6,293.0
1409,2007-04-03,2,Tester,2,2.2,165.0
1410,2008-04-02,2,Tester,5,3.2,432.0
1411,2006-04-16,2,Tester,5,3.6,594.0
1412,2003-12-03,2,Tester,1,2.1,221.0
1413,2000-11-25,2,Tester,4,4.7,1998.0
1414,2008-11-19,2,Tester,1,2.6,175.0
1415,2001-08-31,2,Tester,3,2.0,80.0
1416,2002-11-19,2,Tester,2,4.8,1800.0
1417,2004-05-23,2,Tester,4,1.1,36.0
1418,2004-01-17,2,Tester,2,2.4,234.0
1419,2001-12-09,2,Tester,3,3.2,768.0
1420,2006-01-17,2,Tester,1,3.3,544.0
1421,2005-11-23,2,Tester,3,3.4,612.0
1422,2008-01-18,2,Tester,5,2.5,169.0
1423,2009-10-27,2,Tester,4,2.1,126.0
1424,2010-04-01,2,Tester,3,3.8,399.0
1425,2006-10-02,2,Tester,4,4.0,660.0
1426,2003-06-16,2,Tester,2,4.5,1575.0
1427,2010-11-02,2,Tester,4,4.1,717.0
1428,2010-08-19,2,Tester,1,3.3,346.0
1429,2003-12-15,2,Tester,2,3.0,315.0
1430,2000-09-21,2,Tester,2,4.2,1785.0
1431,2009-03-22,2,Tester,2,2.6,156.0
1432,2006-02-20,2,Tester,3,4.8,1320.0
1433,2008-05-02,2,Tester,5,3.9,526.0
1434,2007-03-07,2,Tester,1,1.6,40.0
1435,2005-02-13,2,Tester,1,2.7,243.0
1436,2005-12-17,2,Tester,2,2.6,234.0
1437,2007-05-30,2,Tester,2,1.7,42.0
1438,2008-05-10,2,Tester,5,4.7,1058.0
1439,2003-04-22,2,Tester,2,4.8,1680.0
1440,2008-09-02,2,Tester,3,4.6,1035.0
1441,2007-04-15,2,Tester,1,1.5,38.0
1442,2001-02-16,2,Tester,3,4.0,960.0
1443,2006-08-26,2,Tester,2,3.1,512.0
1444,2008-04-12,2,Tester,2,3.1,418.0
1445,2010-11-23,2,Tester,5,4.1,717.0
1446,2006-09-29,2,Tester,2,1.6,44.0
1447,2008-12-27,2,Tester,3,2.7,182.0
1448,2003-08-15,2,Tester,4,1.9,67.0
1449,2001-01-29,2,Tester,1,2.3,276.0
1450,2003-05-17,2,Tester,3,2.3,242.0
1451,2000-11-30,2,Tester,2,4.8,2040.0
1452,2004-08-10,2,Tester,3,4.1,1332.0
1453,2001-12-09,2,Tester,1,3.5,840.0
1454,2003-05-06,2,Tester,1,2.6,273.0
1455,2008-07-05,2,Tester,3,3.8,513.0
1456,2002-05-15,2,Tester,4,3.9,878.0
1457,2001-11-25,2,Tester,5,2.3,276.0
1458,2002-09-07,2,Tester,2,2.7,304.0
1459,2000-06-19,2,Tester,5,3.6,918.0
1460,2001-06-21,2,Tester,1,2.7,324.0
1461,2007-01-01,2,Tester,5,2.1,173.0
1462,2010-04-11,2,Tester,3,2.7,142.0
1463,2003-03-19,2,Tester,5,2.1,221.0
1464,2010-01-30,2,Tester,1,3.6,378.0
1465,2003-11-20,2,Tester,3,4.1,1435.0
1466,2002-09-30,2,Tester,3,1.1,41.0
1467,2002-08-01,2,Tester,1,4.7,1763.0
1468,2006-03-26,2,Tester,4,3.3,544.0
1469,2008-07-23,2,Tester,5,3.1,418.0
1470,2000-09-01,2,Tester,4,1.6,68.0
1471,2002-01-08,2,Tester,5,4.3,1613.0
1472,2004-04-06,2,Tester,2,4.1,1332.0
1473,2005-09-09,2,Tester,2,2.6,234.0
1474,2004-10-31,2,Tester,5,3.9,760.0
1475,2002-10-09,2,Tester,2,2.2,248.0
1476,2007-04-29,2,Tester,3,2.6,195.0
1477,2001-11-14,2,Tester,5,2.9,348.0
1478,2003-07-18,2,Tester,3,3.4,714.0
1479,2010-08-26,2,Tester,5,1.9,33.0
1480,2005-02-18,2,Tester,3,1.4,42.0
1481,2008-06-09,2,Tester,4,2.2,148.0
1482,2010-12-16,2,Tester,5,4.1,717.0
1483,2002-07-26,2,Tester,5,2.3,259.0
1484,2004-02-17,2,Tester,2,4.5,1463.0
1485,2010-02-15,2,Tester,3,4.5,788.0
1486,2005-04-24,2,Tester,5,1.5,45.0
1487,2005-04-26,2,Tester,3,4.3,1290.0
1488,2010-05-11,2,Tester,1,2.3,121.0
1489,2006-05-24,2,Tester,3,1.1,30.0
1490,2010-04-05,2,Tester,1,1.8,32.0
1491,2009-10-10,2,Tester,2,2.0,40.0
1492,2003-04-26,2,Tester,4,2.4,252.0
1493,2010-03-12,2,Tester,2,4.3,752.0
1494,2004-03-24,2,Tester,1,1.6,52.0
1495,2010-09-23,2,Tester,5,1.8,32.0
1496,2005-06-03,2,Tester,4,1.3,39.0
1497,2009-01-04,2,Tester,5,2.9,174.0
1498,2004-09-07,2,Tester,4,2.2,215.0
1499,2007-02-01,2,Tester,4,2.1,158.0
1500,2002-08-30,2,Tester,1,1.9,71.0
1501,2002-08-05,2,Tester,2,2.8,315.0
1502,2006-04-02,2,Tester,3,3.3,544.0
1503,2002-05-24,2,Tester,3,4.5,1688.0
1504,2003-03-29,2,Tester,4,2.7,284.0
1505,2004-08-12,2,Tester,5,2.1,205.0
1506,2005-09-18,2,Tester,1,3.4,612.0
1507,2010-10-06,2,Tester,3,4.7,822.0
1508,2004-06-25,2,Tester,2,1.6,52.0
1509,2004-04-18,2,Tester,4,3.2,624.0
1510,2010-12-08,2,Tester,4,1.2,21.0
1511,2007-04-27,2,Tester,5,2.2,165.0
1512,2008-03-29,2,Tester,5,2.9,196.0
1513,2010-03-08,2,Tester,2,3.9,409.0
1514,2010-10-18,2,Tester,3,4.2,735.0
1515,2008-05-22,2,Tester,1,1.6,36.0
1516,2008-01-25,2,Tester,3,1.5,34.0
1517,2006-09-10,2,Tester,5,1.6,44.0
1518,2006-12-26,2,Tester,5,1.9,52.0
1519,2005-04-22,2,Tester,1,3.8,684.0
1520,2008-02-14,2,Tester,5,3.6,486.0
1521,2006-03-21,2,Tester,1,2.2,181.0
1522,2004-02-03,2,Tester,3,4.3,1397.0
1523,2003-01-19,2,Tester,2,1.4,49.0
1524,2002-02-24,2,Tester,1,4.4,1650.0
1525,2008-02-01,2,Tester,5,2.1,142.0
1526,2010-01-23,2,Tester,1,3.4,357.0
1527,2007-06-19,2,Tester,3,2.3,172.0
1528,2010-12-23,2,Tester,5,1.9,33.0
1529,2002-12-05,2,Tester,4,1.0,38.0
1530,2005-07-18,2,Tester,3,4.6,1380.0
1531,2010-08-10,2,Tester,2,3.1,326.0
1532,2005-06-10,2,Tester,3,2.1,189.0
1533,2006-08-13,2,Tester,4,4.8,1320.0
1534,2007-08-16,2,Tester,1,3.6,540.0
1535,2008-06-26,2,Tester,1,3.1,418.0
1536,2000-09-30,2,Tester,2,3.3,841.0
1537,2003-06-21,2,Tester,2,3.8,798.0
1538,2004-10-17,2,Tester,5,3.5,683.0
1539,2001-02-08,2,Tester,1,2.9,348.0
1540,2007-05-25,2,Tester,1,1.8,45.0
1541,2010-01-24,2,Tester,3,1.3,23.0
1542,2008-12-21,2,Tester,4,2.5,169.0
1543,2004-03-31,2,Tester,2,1.4,45.0
1544,2008-02-04,2,Tester,1,2.3,155.0
1545,2007-08-10,2,Tester,2,1.7,42.0
1546,2003-10-07,2,Tester,3,2.4,252.0
1547,2001-11-21,2,Tester,3,2.9,348.0
1548,2002-01-22,2,Tester,5,4.7,1763.0
1549,2010-04-16,2,Tester,5,4.9,858.0
1550,2009-12-07,2,Tester,5,4.6,920.0
1551,2003-01-19,2,Tester,4,1.6,56.0
1552,2005-10-31,2,Tester,5,3.2,576.0
1553,2008-09-25,2,Tester,5,4.2,945.0
1554,2004-06-18,2,Tester,3,2.6,254.0
1555,2010-05-06,2,Tester,4,4.2,735.0
1556,2009-11-05,2,Tester,2,2.0,40.0
1557,2003-02-01,2,Tester,3,1.5,53.0
1558,2009-02-05,2,Tester,1,3.9,468.0
1559,2005-08-27,2,Tester,1,1.5,45.0
1560,2003-11-03,2,Tester,5,1.1,39.0
1561,2000-06-05,2,Tester,2,4.4,1870.0
1562,2010-06-05,2,Tester,1,1.4,24.0
1563,2007-07-24,2,Tester,1,1.1,28.0
1564,2009-10-04,2,Tester,5,1.5,30.0
1565,2006-04-05,2,Tester,3,1.0,28.0
1566,2003-01-12,2,Tester,4,2.6,273.0
1567,2006-10-23,2,Tester,2,4.2,1155.0
1568,2005-02-13,2,Tester,5,3.7,666.0
1569,2005-06-03,2,Tester,5,3.5,630.0
1570,2008-01-24,2,Tester,2,3.5,472.0
1571,2003-09-20,2,Tester,2,3.7,777.0
1572,2000-07-29,2,Tester,2,3.6,918.0
1573,2009-05-17,2,Tester,2,2.0,40.0
1574,2009-11-13,2,Tester,4,4.7,940.0
1575,2006-02-02,2,Tester,1,4.3,1182.0
1576,2006-03-26,2,Tester,2,1.5,41.0
1577,2006-02-11,2,Tester,1,3.1,512.0
1578,2010-10-02,2,Tester,5,1.8,32.0
1579,2003-10-30,2,Tester,3,2.2,231.0
1580,2003-01-26,2,Tester,3,2.9,304.0
1581,2003-08-07,2,Tester,5,4.1,1435.0
1582,2001-08-11,2,Tester,1,4.8,1920.0
1583,2000-05-19,2,Tester,1,4.6,1955.0
1584,2002-01-16,2,Tester,1,3.1,698.0
1585,2003-05-10,2,Tester,3,3.9,819.0
1586,2002-05-30,2,Tester,5,1.3,49.0
1587,2010-11-01,2,Tester,1,4.2,735.0
1588,2004-09-22,2,Tester,5,1.0,33.0
1589,2004-05-23,2,Tester,2,2.9,283.0
1590,2008-03-23,2,Tester,4,3.8,513.0
1591,2010-03-04,2,Tester,4,2.3,121.0
1592,2004-04-04,2,Tester,2,2.5,244.0
1593,2000-11-25,2,Tester,4,2.2,281.0
1594,2007-10-01,2,Tester,5,4.1,1025.0
1595,2006-08-28,2,Tester,4,3.1,512.0
1596,2005-10-22,2,Tester,4,3.2,576.0
1597,2003-06-01,2,Tester,4,2.3,242.0
1598,2005-08-19,2,Tester,5,4.6,1380.0
1599,2008-02-06,2,Tester,4,3.3,445.0
1600,2006-10-26,2,Tester,5,2.1,173.0
1601,2008-10-04,2,Tester,1,3.8,513.0
1602,2003-10-30,2,Tester,5,2.2,231.0
1603,2000-01-08,2,Tester,5,3.6,918.0
1604,2010-02-21,2,Tester,1,3.9,409.0
1605,2006-01-06,2,Tester,1,4.3,1182.0
1606,2004-10-02,2,Tester,3,2.2,215.0
1607,2010-08-03,2,Tester,5,1.7,30.0
1608,2004-01-09,2,Tester,4,3.0,292.0
1609,2009-09-17,2,Tester,1,1.7,34.0
1610,2003-08-29,2,Tester,1,4.0,840.0
1611,2009-03-03,2,Tester,5,2.1,126.0
1612,2004-11-08,2,Tester,1,3.4,663.0
1613,2001-11-26,2,Tester,2,4.3,1720.0
1614,2006-01-14,2,Tester,4,2.7,223.0
1615,2007-11-09,2,Tester,1,3.8,570.0
1616,2000-01-11,2,Tester,2,3.1,790.0
1617,2010-09-20,2,Tester,5,3.9,409.0
1618,2008-02-20,2,Tester,3,4.6,1035.0
1619,2006-03-06,2,Tester,1,2.6,215.0
1620,2004-12-16,2,Tester,2,1.5,49.0
1621,2009-08-09,2,Tester,5,1.8,36.0
1622,2001-03-21,2,Tester,5,2.0,80.0
1623,2004-12-12,2,Tester,4,2.3,224.0
1624,2007-12-05,2,Tester,3,1.7,42.0
1625,2003-03-27,2,Tester,2,4.2,1470.0
1626,2009-10-12,2,Tester,3,2.0,40.0
1627,2002-03-30,2,Tester,5,3.4,765.0
1628,2007-04-28,2,Tester,4,4.6,1150.0
1629,2003-09-06,2,Tester,1,2.0,70.0
1630,2007-03-23,2,Tester,3,4.9,1225.0
1631,2010-10-01,2,Tester,4,3.6,378.0
1632,2003-08-30,2,Tester,1,3.1,651.0
1633,2006-10-07,2,Tester,1,1.4,39.0
1634,2003-12-02,2,Tester,4,1.5,53.0
1635,2010-06-21,2,Tester,1,2.7,142.0
1636,2008-03-05,2,Tester,1,3.1,418.0
1637,2010-07-13,2,Tester,5,3.3,346.0
1638,2008-12-29,2,Tester,4,2.9,196.0
1639,2003-05-18,2,Tester,3,2.7,284.0
1640,2009-07-18,2,Tester,4,2.6,156.0
1641,2000-02-03,2,Tester,3,2.7,344.0
1642,2000-05-18,2,Tester,4,3.6,918.0
1643,2008-11-21,2,Tester,2,3.4,459.0
1644,2010-02-23,2,Tester,2,4.1,717.0
1645,2001-01-21,2,Tester,5,3.2,768.0
1646,2001-01-08,2,Tester,4,4.7,1880.0
1647,2007-09-13,2,Tester,2,4.4,1100.0
1648,2009-01-24,2,Tester,3,1.5,30.0
1649,2000-05-25,2,Tester,1,4.7,1998.0
1650,2003-03-11,2,Tester,3,2.5,263.0
1651,2005-05-12,2,Tester,4,4.0,720.0
1652,2002-09-21,2,Tester,5,3.7,833.0
1653,2006-12-20,2,Tester,5,4.6,1265.0
1654,2001-08-02,2,Tester,4,4.6,1840.0
1655,2001-07-18,2,Tester,4,4.8,1920.0
1656,2006-03-03,2,Tester,5,4.2,1155.0
1657,2004-04-25,2,Tester,1,1.1,36.0
1658,2007-11-17,2,Tester,5,3.3,495.0
1659,2010-12-15,2,Tester,5,2.8,147.0
1660,2004-04-06,2,Tester,5,3.4,663.0
1661,2002-05-20,2,Tester,4,4.1,1537.0
1662,2004-01-29,2,Tester,1,2.0,65.0
1663,2010-05-27,2,Tester,5,1.8,32.0
1664,2002-04-24,2,Tester,1,1.0,38.0
1665,2009-04-17,2,Tester,1,3.7,444.0
1666,2001-05-16,2,Tester,5,1.7,68.0
1667,2004-09-29,2,Tester,3,2.6,254.0
1668,2004-07-15,2,Tester,4,3.9,760.0
1669,2007-05-30,2,Tester,1,3.5,525.0
1670,2007-01-20,2,Tester,3,4.0,600.0
1671,2004-01-19,2,Tester,1,2.8,273.0
1672,2007-12-21,2,Tester,4,4.0,600.0
1673,2007-12-16,2,Tester,4,3.8,570.0
1674,2005-11-19,2,Tester,4,2.4,216.0
1675,2008-11-10,2,Tester,1,1.8,41.0
1676,2009-04-28,2,Tester,2,4.7,940.0
1677,2008-04-02,2,Tester,2,3.0,202.0
1678,2001-12-29,2,Tester,5,2.5,300.0
1679,2010-07-18,2,Tester,1,3.8,399.0
1680,2003-06-02,2,Tester,5,2.1,221.0
1681,2009-10-14,2,Tester,4,4.0,480.0
1682,2005-10-27,2,Tester,3,1.0,30.0
1683,2003-10-19,2,Tester,1,4.0,840.0
1684,2007-05-23,2,Tester,4,1.0,25.0
1685,2004-05-10,2,Tester,1,4.3,1397.0
1686,2002-06-17,2,Tester,5,2.7,304.0
1687,2010-04-13,2,Tester,3,2.1,110.0
1688,2007-10-14,2,Tester,4,2.2,165.0
1689,2008-04-23,2,Tester,3,2.1,142.0
1690,2000-11-26,2,Tester,1,1.2,51.0
1691,2006-05-30,2,Tester,2,3.6,594.0
1692,2004-09-28,2,Tester,1,4.2,1365.0
1693,2008-11-11,2,Tester,2,4.2,945.0
1694,2007-09-16,2,Tester,4,3.5,525.0
1695,2000-04-19,2,Tester,4,1.4,59.0
1696,2006-05-04,2,Tester,2,1.8,50.0
1697,2002-03-15,2,Tester,4,2.3,259.0
1698,2009-02-21,2,Tester,5,1.5,30.0
1699,2007-04-20,2,Tester,1,3.4,510.0
1700,2008-02-03,2,Tester,1,2.0,45.0
1701,2004-01-06,2,Tester,1,2.8,273.0
1702,2005-11-25,2,Tester,3,3.1,558.0
1703,2006-03-02,2,Tester,2,2.8,231.0
1704,2001-01-10,2,Tester,1,4.1,1640.0
1705,2002-06-04,2,Tester,2,4.6,1725.0
1706,2010-05-30,2,Tester,3,2.6,137.0
1707,2000-05-24,2,Tester,3,2.8,357.0
1708,2008-12-19,2,Tester,3,2.8,189.0
1709,2008-06-11,2,Tester,5,4.1,922.0
1710,2000-08-08,2,Tester,2,3.6,918.0
1711,2003-06-16,2,Tester,3,4.3,1505.0
1712,2001-05-17,2,Tester,5,2.6,312.0
1713,2005-04-15,2,Tester,3,1.7,51.0
1714,2005-05-09,2,Tester,2,2.1,189.0
1715,2010-10-10,2,Tester,2,2.8,147.0
1716,2009-08-03,2,Tester,2,1.7,34.0
1717,2004-02-10,2,Tester,1,1.5,49.0
1718,2003-12-08,2,Tester,2,4.6,1610.0
1719,2003-05-04,2,Tester,3,1.7,60.0
1720,2004-11-14,2,Tester,5,4.9,1593.0
1721,2010-06-08,2,Tester,4,1.9,33.0
1722,2006-08-13,2,Tester,4,3.9,643.0
1723,2010-02-08,2,Tester,1,2.2,116.0
1724,2006-02-21,2,Tester,2,4.6,1265.0
1725,2010-03-05,2,Tester,5,3.5,368.0
1726,2001-04-20,2,Tester,3,2.7,324.0
1727,2009-06-01,2,Tester,2,3.4,408.0
1728,2008-05-04,2,Tester,4,4.6,1035.0
1729,2010-06-04,2,Tester,3,2.8,147.0
1730,2004-10-14,2,Tester,5,2.6,254.0
1731,2000-04-04,2,Tester,3,2.4,306.0
1732,2000-12-05,2,Tester,1,2.0,85.0
1733,2006-01-06,2,Tester,1,3.2,528.0
1734,2007-03-03,2,Tester,3,2.8,210.0
1735,2005-07-19,2,Tester,3,4.0,720.0
1736,2007-07-24,2,Tester,2,4.5,1125.0
1737,2006-03-04,2,Tester,1,2.9,239.0
1738,2009-06-10,2,Tester,4,1.4,28.0
1739,2008-05-10,2,Tester,4,1.2,27.0
1740,2003-07-02,2,Tester,1,1.8,63.0
1741,2001-10-27,2,Tester,2,4.2,1680.0
1742,2009-01-26,2,Tester,1,4.4,880.0
1743,2001-11-01,2,Tester,4,4.1,1640.0
1744,2002-01-09,2,Tester,2,4.5,1688.0
1745,2010-04-28,2,Tester,2,3.3,346.0
1746,2006-03-15,2,Tester,2,2.2,181.0
1747,2004-04-26,2,Tester,3,4.1,1332.0
1748,2010-01-10,2,Tester,5,4.5,788.0
1749,2007-11-06,2,Tester,3,4.2,1050.0
1750,2010-06-11,2,Tester,4,2.8,147.0
1751,2009-10-26,2,Tester,1,4.6,920.0
