job,date,maxsal
Tester,2002-9-3,730
Tester,2002-9-4,822
Tester,2002-9-5,796
Tester,2002-9-6,789
Tester,2002-9-7,813
Tester,2002-9-8,663
Tester,2002-9-9,839
Tester,2002-9-10,750
Tester,2002-9-11,784
Tester,2002-9-12,820
Tester,2002-9-13,700
Tester,2002-9-14,816
Tester,2002-9-15,862
Tester,2002-9-16,752
Tester,2002-9-17,808
Tester,2002-9-18,627
Tester,2002-9-19,748
Tester,2002-9-20,759
Tester,2002-9-21,746
Tester,2002-9-22,874
Tester,2002-9-23,810
Tester,2002-9-24,830
Tester,2002-9-25,827
Tester,2002-9-26,840
Tester,2002-9-27,715
Tester,2002-9-28,764
Tester,2002-9-29,834
Tester,2002-9-30,775
Tester,2002-10-1,839
Tester,2002-10-2,779
Tester,2002-10-3,746
Tester,2002-10-4,814
Tester,2002-10-5,691
Tester,2002-10-6,824
Tester,2002-10-7,776
Tester,2002-10-8,748
Tester,2002-10-9,793
Tester,2002-10-10,821
Tester,2002-10-11,824
Tester,2002-10-12,857
Tester,2002-10-13,812
Tester,2002-10-14,884
Tester,2002-10-15,773
Tester,2002-10-16,881
Tester,2002-10-17,793
Tester,2002-10-18,865
Tester,2002-10-19,877
Tester,2002-10-20,837
Tester,2002-10-21,794
Tester,2002-10-22,864
Tester,2002-10-23,820
Tester,2002-10-24,763
Tester,2002-10-25,862
Tester,2002-10-26,828
Tester,2002-10-27,801
Tester,2002-10-28,790
Tester,2002-10-29,816
Tester,2002-10-30,788
Tester,2002-10-31,836
Tester,2002-11-1,693
Tester,2002-11-2,800
Tester,2002-11-3,792
Tester,2002-11-4,792
Tester,2002-11-5,834
Tester,2002-11-6,874
Tester,2002-11-7,837
Tester,2002-11-8,859
Tester,2002-11-9,862
Tester,2002-11-10,859
Tester,2002-11-11,622
Tester,2002-11-12,861
Tester,2002-11-13,790
Tester,2002-11-14,754
Tester,2002-11-15,727
Tester,2002-11-16,778
Tester,2002-11-17,776
Tester,2002-11-18,741
Tester,2002-11-19,692
Tester,2002-11-20,878
Tester,2002-11-21,800
Tester,2002-11-22,728
Tester,2002-11-23,822
Tester,2002-11-24,778
Tester,2002-11-25,829
Tester,2002-11-26,685
Tester,2002-11-27,809
Tester,2002-11-28,791
Tester,2002-11-29,793
Tester,2002-11-30,770
Tester,2002-12-1,668
Tester,2002-12-2,884
Tester,2002-12-3,771
Tester,2002-12-4,814
Tester,2002-12-5,790
Tester,2002-12-6,815
Tester,2002-12-7,787
Tester,2002-12-8,842
Tester,2002-12-9,807
Tester,2002-12-10,800
Tester,2002-12-11,816
Tester,2002-12-12,857
Tester,2002-12-13,728
Tester,2002-12-14,847
Tester,2002-12-15,853
Tester,2002-12-16,802
Tester,2002-12-17,839
Tester,2002-12-18,794
Tester,2002-12-19,857
Tester,2002-12-20,860
Tester,2002-12-21,879
Tester,2002-12-22,874
Tester,2002-12-23,863
Tester,2002-12-24,798
Tester,2002-12-25,854
Tester,2002-12-26,781
Tester,2002-12-27,816
Tester,2002-12-28,786
Tester,2002-12-29,764
Tester,2002-12-30,743
Tester,2002-12-31,765
Tester,2003-1-1,898
Tester,2003-1-2,874
Tester,2003-1-3,821
Tester,2003-1-4,891
Tester,2003-1-5,871
Tester,2003-1-6,858
Tester,2003-1-7,795
Tester,2003-1-8,890
Tester,2003-1-9,894
Tester,2003-1-10,799
Tester,2003-1-11,842
Tester,2003-1-12,888
Tester,2003-1-13,892
Tester,2003-1-14,859
Tester,2003-1-15,787
Tester,2003-1-16,894
Tester,2003-1-17,880
Tester,2003-1-18,874
Tester,2003-1-19,867
Tester,2003-1-20,900
Tester,2003-1-21,881
Tester,2003-1-22,889
Tester,2003-1-23,827
Tester,2003-1-24,869
Tester,2003-1-25,725
Tester,2003-1-26,803
Tester,2003-1-27,815
Tester,2003-1-28,734
Tester,2003-1-29,805
Tester,2003-1-30,792
Tester,2003-1-31,741
Tester,2003-2-1,885
Tester,2003-2-2,899
Tester,2003-2-3,890
Tester,2003-2-4,817
Tester,2003-2-5,839
Tester,2003-2-6,839
Tester,2003-2-7,808
Tester,2003-2-8,889
Tester,2003-2-9,850
Tester,2003-2-10,824
Tester,2003-2-11,883
Tester,2003-2-12,821
Tester,2003-2-13,882
Tester,2003-2-14,878
Tester,2003-2-15,805
Tester,2003-2-16,900
Tester,2003-2-17,842
Tester,2003-2-18,805
Tester,2003-2-19,877
Tester,2003-2-20,875
Tester,2003-2-21,824
Tester,2003-2-22,850
Tester,2003-2-23,880
Tester,2003-2-24,850
Tester,2003-2-25,884
Tester,2003-2-26,879
Tester,2003-2-27,879
Tester,2003-2-28,885
Tester,2003-3-1,893
Tester,2003-3-2,884
Tester,2003-3-3,885
Tester,2003-3-4,754
Tester,2003-3-5,816
Tester,2003-3-6,870
Tester,2003-3-7,786
Tester,2003-3-8,880
Tester,2003-3-9,895
Tester,2003-3-10,832
Tester,2003-3-11,875
Tester,2003-3-12,784
Tester,2003-3-13,847
Tester,2003-3-14,881
Tester,2003-3-15,853
Tester,2003-3-16,899
Tester,2003-3-17,858
Tester,2003-3-18,846
Tester,2003-3-19,854
Tester,2003-3-20,896
Tester,2003-3-21,834
Tester,2003-3-22,888
Tester,2003-3-23,651
Tester,2003-3-24,865
Tester,2003-3-25,876
Tester,2003-3-26,875
Tester,2003-3-27,804
Tester,2003-3-28,877
Tester,2003-3-29,795
Tester,2003-3-30,900
Tester,2003-3-31,895
Tester,2003-4-1,844
Tester,2003-4-2,736
Tester,2003-4-3,808
Tester,2003-4-4,794
Tester,2003-4-5,855
Tester,2003-4-6,890
Tester,2003-4-7,813
Tester,2003-4-8,893
Tester,2003-4-9,858
Tester,2003-4-10,824
Tester,2003-4-11,841
Tester,2003-4-12,895
Tester,2003-4-13,828
Tester,2003-4-14,897
Tester,2003-4-15,858
Tester,2003-4-16,842
Tester,2003-4-17,900
Tester,2003-4-18,851
Tester,2003-4-19,897
Tester,2003-4-20,854
Tester,2003-4-21,824
Tester,2003-4-22,827
Tester,2003-4-23,868
Tester,2003-4-24,884
Tester,2003-4-25,866
Tester,2003-4-26,898
Tester,2003-4-27,891
Tester,2003-4-28,897
Tester,2003-4-29,878
Tester,2003-4-30,812
Tester,2003-5-1,848
Tester,2003-5-2,863
Tester,2003-5-3,857
Tester,2003-5-4,898
Tester,2003-5-5,896
Tester,2003-5-6,887
Tester,2003-5-7,897
Tester,2003-5-8,804
Tester,2003-5-9,859
Tester,2003-5-10,862
Tester,2003-5-11,890
Tester,2003-5-12,875
Tester,2003-5-13,830
Tester,2003-5-14,860
Tester,2003-5-15,878
Tester,2003-5-16,876
Tester,2003-5-17,822
Tester,2003-5-18,897
Tester,2003-5-19,852
Tester,2003-5-20,805
Tester,2003-5-21,796
Tester,2003-5-22,884
Tester,2003-5-23,731
Tester,2003-5-24,884
Tester,2003-5-25,820
Tester,2003-5-26,894
Tester,2003-5-27,865
Tester,2003-5-28,894
Tester,2003-5-29,757
Tester,2003-5-30,868
Tester,2003-5-31,833
Tester,2003-6-1,859
Tester,2003-6-2,882
Tester,2003-6-3,867
Tester,2003-6-4,881
Tester,2003-6-5,895
Tester,2003-6-6,892
Tester,2003-6-7,856
Tester,2003-6-8,854
Tester,2003-6-9,897
Tester,2003-6-10,885
Tester,2003-6-11,807
Tester,2003-6-12,893
Tester,2003-6-13,864
Tester,2003-6-14,767
Tester,2003-6-15,886
Tester,2003-6-16,746
Tester,2003-6-17,872
Tester,2003-6-18,787
Tester,2003-6-19,863
Tester,2003-6-20,716
Tester,2003-6-21,853
Tester,2003-6-22,843
Tester,2003-6-23,864
Tester,2003-6-24,843
Tester,2003-6-25,846
Tester,2003-6-26,859
Tester,2003-6-27,847
Tester,2003-6-28,829
Tester,2003-6-29,882
Tester,2003-6-30,894
Tester,2003-7-1,899
Tester,2003-7-2,888
Tester,2003-7-3,848
Tester,2003-7-4,878
Tester,2003-7-5,896
Tester,2003-7-6,761
Tester,2003-7-7,843
Tester,2003-7-8,820
Tester,2003-7-9,810
Tester,2003-7-10,841
Tester,2003-7-11,873
Tester,2003-7-12,730
Tester,2003-7-13,872
Tester,2003-7-14,897
Tester,2003-7-15,825
Tester,2003-7-16,884
Tester,2003-7-17,842
Tester,2003-7-18,900
Tester,2003-7-19,823
Tester,2003-7-20,852
Tester,2003-7-21,880
Tester,2003-7-22,891
Tester,2003-7-23,878
Tester,2003-7-24,876
Tester,2003-7-25,808
Tester,2003-7-26,826
Tester,2003-7-27,872
Tester,2003-7-28,881
Tester,2003-7-29,865
Tester,2003-7-30,900
Tester,2003-7-31,888
Tester,2003-8-1,831
Tester,2003-8-2,828
Tester,2003-8-3,866
Tester,2003-8-4,847
Tester,2003-8-5,802
Tester,2003-8-6,819
Tester,2003-8-7,752
Tester,2003-8-8,849
Tester,2003-8-9,878
Tester,2003-8-10,847
Tester,2003-8-11,866
Tester,2003-8-12,900
Tester,2003-8-13,877
Tester,2003-8-14,872
Tester,2003-8-15,788
Tester,2003-8-16,869
Tester,2003-8-17,870
Tester,2003-8-18,870
Tester,2003-8-19,832
Tester,2003-8-20,824
Tester,2003-8-21,811
Tester,2003-8-22,892
Tester,2003-8-23,832
Tester,2003-8-24,843
Tester,2003-8-25,879
Tester,2003-8-26,884
Tester,2003-8-27,853
Tester,2003-8-28,899
Tester,2003-8-29,811
Tester,2003-8-30,648
Tester,2003-8-31,887
Tester,2003-9-1,810
Tester,2003-9-2,856
Tester,2003-9-3,833
Tester,2003-9-4,807
Tester,2003-9-5,886
Tester,2003-9-6,870
Tester,2003-9-7,879
Tester,2003-9-8,849
Tester,2003-9-9,895
Tester,2003-9-10,805
Tester,2003-9-11,873
Tester,2003-9-12,885
Tester,2003-9-13,872
Tester,2003-9-14,844
Tester,2003-9-15,857
Tester,2003-9-16,868
Tester,2003-9-17,769
Tester,2003-9-18,827
Tester,2003-9-19,900
Tester,2003-9-20,812
Tester,2003-9-21,857
Tester,2003-9-22,833
Tester,2003-9-23,859
Tester,2003-9-24,787
Tester,2003-9-25,789
Tester,2003-9-26,896
Tester,2003-9-27,886
Tester,2003-9-28,819
Tester,2003-9-29,760
Tester,2003-9-30,721
Tester,2003-10-1,883
Tester,2003-10-2,717
Tester,2003-10-3,883
Tester,2003-10-4,812
Tester,2003-10-5,824
Tester,2003-10-6,887
Tester,2003-10-7,878
Tester,2003-10-8,870
Tester,2003-10-9,864
Tester,2003-10-10,862
Tester,2003-10-11,859
Tester,2003-10-12,821
Tester,2003-10-13,887
Tester,2003-10-14,888
Tester,2003-10-15,788
Tester,2003-10-16,813
Tester,2003-10-17,871
Tester,2003-10-18,825
Tester,2003-10-19,829
Tester,2003-10-20,890
Tester,2003-10-21,840
Tester,2003-10-22,831
Tester,2003-10-23,885
Tester,2003-10-24,861
Tester,2003-10-25,899
Tester,2003-10-26,794
Tester,2003-10-27,823
Tester,2003-10-28,838
Tester,2003-10-29,845
Tester,2003-10-30,863
Tester,2003-10-31,834
Tester,2003-11-1,874
Tester,2003-11-2,868
Tester,2003-11-3,868
Tester,2003-11-4,897
Tester,2003-11-5,859
Tester,2003-11-6,850
Tester,2003-11-7,748
Tester,2003-11-8,898
Tester,2003-11-9,898
Tester,2003-11-10,860
Tester,2003-11-11,892
Tester,2003-11-12,885
Tester,2003-11-13,822
Tester,2003-11-14,846
Tester,2003-11-15,895
Tester,2003-11-16,792
Tester,2003-11-17,884
Tester,2003-11-18,853
Tester,2003-11-19,809
Tester,2003-11-20,880
Tester,2003-11-21,793
Tester,2003-11-22,895
Tester,2003-11-23,882
Tester,2003-11-24,831
Tester,2003-11-25,803
Tester,2003-11-26,792
Tester,2003-11-27,873
Tester,2003-11-28,866
Tester,2003-11-29,897
Tester,2003-11-30,868
Tester,2003-12-1,886
Tester,2003-12-2,872
Tester,2003-12-3,880
Tester,2003-12-4,898
Tester,2003-12-5,891
Tester,2003-12-6,862
Tester,2003-12-7,858
Tester,2003-12-8,841
Tester,2003-12-9,851
Tester,2003-12-10,778
Tester,2003-12-11,860
Tester,2003-12-12,871
Tester,2003-12-13,798
Tester,2003-12-14,884
Tester,2003-12-15,894
Tester,2003-12-16,879
Tester,2003-12-17,763
Tester,2003-12-18,886
Tester,2003-12-19,819
Tester,2003-12-20,806
Tester,2003-12-21,784
Tester,2003-12-22,620
Tester,2003-12-23,866
Tester,2003-12-24,838
Tester,2003-12-25,727
Tester,2003-12-26,885
Tester,2003-12-27,889
Tester,2003-12-28,871
Tester,2003-12-29,851
Tester,2003-12-30,883
Tester,2003-12-31,815
Tester,2004-1-1,776
Tester,2004-1-2,838
Tester,2004-1-3,813
Tester,2004-1-4,840
Tester,2004-1-5,832
Tester,2004-1-6,825
Tester,2004-1-7,723
Tester,2004-1-8,792
Tester,2004-1-9,859
Tester,2004-1-10,784
Tester,2004-1-11,863
Tester,2004-1-12,707
Tester,2004-1-13,816
Tester,2004-1-14,833
Tester,2004-1-15,803
Tester,2004-1-16,679
Tester,2004-1-17,817
Tester,2004-1-18,840
Tester,2004-1-19,755
Tester,2004-1-20,805
Tester,2004-1-21,858
Tester,2004-1-22,871
Tester,2004-1-23,783
Tester,2004-1-24,706
Tester,2004-1-25,822
Tester,2004-1-26,778
Tester,2004-1-27,800
Tester,2004-1-28,867
Tester,2004-1-29,758
Tester,2004-1-30,850
Tester,2004-1-31,849
Tester,2004-2-1,767
Tester,2004-2-2,844
Tester,2004-2-3,848
Tester,2004-2-4,827
Tester,2004-2-5,681
Tester,2004-2-6,875
Tester,2004-2-7,812
Tester,2004-2-8,846
Tester,2004-2-9,899
Tester,2004-2-10,786
Tester,2004-2-11,805
Tester,2004-2-12,824
Tester,2004-2-13,767
Tester,2004-2-14,723
Tester,2004-2-15,789
Tester,2004-2-16,789
Tester,2004-2-17,829
Tester,2004-2-18,839
Tester,2004-2-19,765
Tester,2004-2-20,799
Tester,2004-2-21,829
Tester,2004-2-22,852
Tester,2004-2-23,836
Tester,2004-2-24,824
Tester,2004-2-25,823
Tester,2004-2-26,758
Tester,2004-2-27,856
Tester,2004-2-28,757
Tester,2004-2-29,775
Tester,2004-3-1,870
Tester,2004-3-2,773
Tester,2004-3-3,791
Tester,2004-3-4,810
Tester,2004-3-5,812
Tester,2004-3-6,781
Tester,2004-3-7,765
Tester,2004-3-8,880
Tester,2004-3-9,892
Tester,2004-3-10,844
Tester,2004-3-11,771
Tester,2004-3-12,828
Tester,2004-3-13,767
Tester,2004-3-14,763
Tester,2004-3-15,789
Tester,2004-3-16,784
Tester,2004-3-17,869
Tester,2004-3-18,691
Tester,2004-3-19,841
Tester,2004-3-20,825
Tester,2004-3-21,889
Tester,2004-3-22,813
Tester,2004-3-23,875
Tester,2004-3-24,834
Tester,2004-3-25,852
Tester,2004-3-26,773
Tester,2004-3-27,791
Tester,2004-3-28,799
Tester,2004-3-29,796
Tester,2004-3-30,813
Tester,2004-3-31,613
Tester,2004-4-1,871
Tester,2004-4-2,747
Tester,2004-4-3,765
Tester,2004-4-4,860
Tester,2004-4-5,814
Tester,2004-4-6,812
Tester,2004-4-7,766
Tester,2004-4-8,673
Tester,2004-4-9,770
Tester,2004-4-10,855
Tester,2004-4-11,852
Tester,2004-4-12,796
Tester,2004-4-13,870
Tester,2004-4-14,842
Tester,2004-4-15,856
Tester,2004-4-16,736
Tester,2004-4-17,828
Tester,2004-4-18,829
Tester,2004-4-19,797
Tester,2004-4-20,815
Tester,2004-4-21,845
Tester,2004-4-22,870
Tester,2004-4-23,880
Tester,2004-4-24,848
Tester,2004-4-25,887
Tester,2004-4-26,755
Tester,2004-4-27,817
Tester,2004-4-28,861
Tester,2004-4-29,845
Tester,2004-4-30,749
Tester,2004-5-1,729
Tester,2004-5-2,783
Tester,2004-5-3,897
Tester,2004-5-4,770
Tester,2004-5-5,862
Tester,2004-5-6,814
Tester,2004-5-7,843
Tester,2004-5-8,802
Tester,2004-5-9,830
Tester,2004-5-10,757
Tester,2004-5-11,889
Tester,2004-5-12,727
Tester,2004-5-13,745
Tester,2004-5-14,821
Tester,2004-5-15,626
Tester,2004-5-16,688
Tester,2004-5-17,876
Tester,2004-5-18,792
Tester,2004-5-19,684
Tester,2004-5-20,630
Tester,2004-5-21,826
Tester,2004-5-22,849
Tester,2004-5-23,723
Tester,2004-5-24,857
Tester,2004-5-25,810
Tester,2004-5-26,884
Tester,2004-5-27,744
Tester,2004-5-28,728
Tester,2004-5-29,807
Tester,2004-5-30,809
Tester,2004-5-31,861
Tester,2004-6-1,781
Tester,2004-6-2,818
Tester,2004-6-3,865
Tester,2004-6-4,744
Tester,2004-6-5,781
Tester,2004-6-6,724
Tester,2004-6-7,835
Tester,2004-6-8,747
Tester,2004-6-9,841
Tester,2004-6-10,898
Tester,2004-6-11,844
Tester,2004-6-12,823
Tester,2004-6-13,869
Tester,2004-6-14,786
Tester,2004-6-15,843
Tester,2004-6-16,773
Tester,2004-6-17,807
Tester,2004-6-18,870
Tester,2004-6-19,820
Tester,2004-6-20,816
Tester,2004-6-21,829
Tester,2004-6-22,816
Tester,2004-6-23,779
Tester,2004-6-24,764
Tester,2004-6-25,837
Tester,2004-6-26,783
Tester,2004-6-27,890
Tester,2004-6-28,834
Tester,2004-6-29,857
Tester,2004-6-30,826
Tester,2004-7-1,787
Tester,2004-7-2,785
Tester,2004-7-3,841
Tester,2004-7-4,720
Tester,2004-7-5,833
Tester,2004-7-6,704
Tester,2004-7-7,859
Tester,2004-7-8,770
Tester,2004-7-9,761
Tester,2004-7-10,669
Tester,2004-7-11,811
Tester,2004-7-12,848
Tester,2004-7-13,706
Tester,2004-7-14,874
Tester,2004-7-15,872
Tester,2004-7-16,782
Tester,2004-7-17,741
Tester,2004-7-18,792
Tester,2004-7-19,761
Tester,2004-7-20,741
Tester,2004-7-21,731
Tester,2004-7-22,863
Tester,2004-7-23,812
Tester,2004-7-24,862
Tester,2004-7-25,877
Tester,2004-7-26,857
Tester,2004-7-27,666
Tester,2004-7-28,757
Tester,2004-7-29,698
Tester,2004-7-30,825
Tester,2004-7-31,849
Tester,2004-8-1,754
Tester,2004-8-2,831
Tester,2004-8-3,801
Tester,2004-8-4,792
Tester,2004-8-5,794
Tester,2004-8-6,870
Tester,2004-8-7,604
Tester,2004-8-8,774
Tester,2004-8-9,646
Tester,2004-8-10,868
Tester,2004-8-11,812
Tester,2004-8-12,860
Tester,2004-8-13,832
Tester,2004-8-14,885
Tester,2004-8-15,844
Tester,2004-8-16,871
Tester,2004-8-17,887
Tester,2004-8-18,816
Tester,2004-8-19,858
Tester,2004-8-20,864
Tester,2004-8-21,787
Tester,2004-8-22,839
Tester,2004-8-23,822
Tester,2004-8-24,695
Tester,2004-8-25,836
Tester,2004-8-26,718
Tester,2004-8-27,733
Tester,2004-8-28,834
Tester,2004-8-29,759
Tester,2004-8-30,837
Tester,2004-8-31,794
Tester,2004-9-1,847
Tester,2004-9-2,749
Tester,2004-9-3,717
Tester,2004-9-4,810
Tester,2004-9-5,853
Tester,2004-9-6,774
Tester,2004-9-7,856
Tester,2004-9-8,842
Tester,2004-9-9,855
Tester,2004-9-10,877
Tester,2004-9-11,819
Tester,2004-9-12,884
Tester,2004-9-13,772
Tester,2004-9-14,776
Tester,2004-9-15,752
Tester,2004-9-16,860
Tester,2004-9-17,809
Tester,2004-9-18,712
Tester,2004-9-19,866
Tester,2004-9-20,795
Tester,2004-9-21,831
Tester,2004-9-22,771
Tester,2004-9-23,773
Tester,2004-9-24,745
Tester,2004-9-25,771
Tester,2004-9-26,639
Tester,2004-9-27,730
Tester,2004-9-28,757
Tester,2004-9-29,798
Tester,2004-9-30,764
Tester,2004-10-1,811
Tester,2004-10-2,850
Tester,2004-10-3,844
Tester,2004-10-4,753
Tester,2004-10-5,833
Tester,2004-10-6,791
Tester,2004-10-7,628
Tester,2004-10-8,848
Tester,2004-10-9,748
Tester,2004-10-10,838
Tester,2004-10-11,850
Tester,2004-10-12,822
Tester,2004-10-13,765
Tester,2004-10-14,791
Tester,2004-10-15,669
Tester,2004-10-16,749
Tester,2004-10-17,854
Tester,2004-10-18,778
Tester,2004-10-19,794
Tester,2004-10-20,705
Tester,2004-10-21,872
Tester,2004-10-22,776
Tester,2004-10-23,838
Tester,2004-10-24,812
Tester,2004-10-25,851
Tester,2004-10-26,781
Tester,2004-10-27,806
Tester,2004-10-28,832
Tester,2004-10-29,775
Tester,2004-10-30,836
Tester,2004-10-31,839
Tester,2004-11-1,808
Tester,2004-11-2,774
Tester,2004-11-3,839
Tester,2004-11-4,770
Tester,2004-11-5,615
Tester,2004-11-6,785
Tester,2004-11-7,772
Tester,2004-11-8,720
Tester,2004-11-9,839
Tester,2004-11-10,687
Tester,2004-11-11,809
Tester,2004-11-12,750
Tester,2004-11-13,858
Tester,2004-11-14,867
Tester,2004-11-15,808
Tester,2004-11-16,814
Tester,2004-11-17,829
Tester,2004-11-18,848
Tester,2004-11-19,762
Tester,2004-11-20,840
Tester,2004-11-21,862
Tester,2004-11-22,849
Tester,2004-11-23,814
Tester,2004-11-24,824
Tester,2004-11-25,858
Tester,2004-11-26,792
Tester,2004-11-27,885
Tester,2004-11-28,868
Tester,2004-11-29,772
Tester,2004-11-30,833
Tester,2004-12-1,687
Tester,2004-12-2,892
Tester,2004-12-3,849
Tester,2004-12-4,826
Tester,2004-12-5,823
Tester,2004-12-6,850
Tester,2004-12-7,823
Tester,2004-12-8,846
Tester,2004-12-9,731
Tester,2004-12-10,845
Tester,2004-12-11,821
Tester,2004-12-12,865
Tester,2004-12-13,890
Tester,2004-12-14,886
Tester,2004-12-15,786
Tester,2004-12-16,782
Tester,2004-12-17,706
Tester,2004-12-18,799
Tester,2004-12-19,668
Tester,2004-12-20,807
Tester,2004-12-21,716
Tester,2004-12-22,800
Tester,2004-12-23,852
Tester,2004-12-24,874
Tester,2004-12-25,803
Tester,2004-12-26,628
Tester,2004-12-27,770
Tester,2004-12-28,807
Tester,2004-12-29,810
Tester,2004-12-30,863
Tester,2004-12-31,717
Tester,2005-1-1,882
Tester,2005-1-2,896
Tester,2005-1-3,792
Tester,2005-1-4,899
Tester,2005-1-5,746
Tester,2005-1-6,791
Tester,2005-1-7,834
Tester,2005-1-8,871
Tester,2005-1-9,881
Tester,2005-1-10,893
Tester,2005-1-11,862
Tester,2005-1-12,876
Tester,2005-1-13,832
Tester,2005-1-14,805
Tester,2005-1-15,870
Tester,2005-1-16,891
Tester,2005-1-17,886
Tester,2005-1-18,895
Tester,2005-1-19,897
Tester,2005-1-20,893
Tester,2005-1-21,818
Tester,2005-1-22,854
Tester,2005-1-23,874
Tester,2005-1-24,818
Tester,2005-1-25,845
Tester,2005-1-26,761
Tester,2005-1-27,881
Tester,2005-1-28,824
Tester,2005-1-29,895
Tester,2005-1-30,861
Tester,2005-1-31,778
Tester,2005-2-1,888
Tester,2005-2-2,867
Tester,2005-2-3,896
Tester,2005-2-4,847
Tester,2005-2-5,877
Tester,2005-2-6,877
Tester,2005-2-7,890
Tester,2005-2-8,847
Tester,2005-2-9,822
Tester,2005-2-10,868
Tester,2005-2-11,823
Tester,2005-2-12,887
Tester,2005-2-13,892
Tester,2005-2-14,892
Tester,2005-2-15,771
Tester,2005-2-16,881
Tester,2005-2-17,875
Tester,2005-2-18,840
Tester,2005-2-19,842
Tester,2005-2-20,875
Tester,2005-2-21,863
Tester,2005-2-22,892
Tester,2005-2-23,847
Tester,2005-2-24,664
Tester,2005-2-25,769
Tester,2005-2-26,825
Tester,2005-2-27,772
Tester,2005-2-28,887
Tester,2005-3-1,836
Tester,2005-3-2,886
Tester,2005-3-3,708
Tester,2005-3-4,841
Tester,2005-3-5,900
Tester,2005-3-6,872
Tester,2005-3-7,871
Tester,2005-3-8,860
Tester,2005-3-9,863
Tester,2005-3-10,879
Tester,2005-3-11,885
Tester,2005-3-12,823
Tester,2005-3-13,768
Tester,2005-3-14,881
Tester,2005-3-15,883
Tester,2005-3-16,844
Tester,2005-3-17,690
Tester,2005-3-18,872
Tester,2005-3-19,843
Tester,2005-3-20,892
Tester,2005-3-21,774
Tester,2005-3-22,808
Tester,2005-3-23,875
Tester,2005-3-24,879
Tester,2005-3-25,836
Tester,2005-3-26,897
Tester,2005-3-27,899
Tester,2005-3-28,863
Tester,2005-3-29,900
Tester,2005-3-30,863
Tester,2005-3-31,873
Tester,2005-4-1,858
Tester,2005-4-2,857
Tester,2005-4-3,867
Tester,2005-4-4,821
Tester,2005-4-5,888
Tester,2005-4-6,882
Tester,2005-4-7,775
Tester,2005-4-8,886
Tester,2005-4-9,827
Tester,2005-4-10,774
Tester,2005-4-11,856
Tester,2005-4-12,868
Tester,2005-4-13,866
Tester,2005-4-14,860
Tester,2005-4-15,810
Tester,2005-4-16,897
Tester,2005-4-17,868
Tester,2005-4-18,889
Tester,2005-4-19,869
Tester,2005-4-20,900
Tester,2005-4-21,783
Tester,2005-4-22,702
Tester,2005-4-23,885
Tester,2005-4-24,862
Tester,2005-4-25,802
Tester,2005-4-26,887
Tester,2005-4-27,900
Tester,2005-4-28,870
Tester,2005-4-29,822
Tester,2005-4-30,872
Tester,2005-5-1,878
Tester,2005-5-2,868
Tester,2005-5-3,885
Tester,2005-5-4,760
Tester,2005-5-5,841
Tester,2005-5-6,900
Tester,2005-5-7,741
Tester,2005-5-8,862
Tester,2005-5-9,823
Tester,2005-5-10,822
Tester,2005-5-11,884
Tester,2005-5-12,879
Tester,2005-5-13,869
Tester,2005-5-14,831
Tester,2005-5-15,894
Tester,2005-5-16,897
Tester,2005-5-17,860
Tester,2005-5-18,878
Tester,2005-5-19,768
Tester,2005-5-20,894
Tester,2005-5-21,782
Tester,2005-5-22,851
Tester,2005-5-23,880
Tester,2005-5-24,861
Tester,2005-5-25,854
Tester,2005-5-26,841
Tester,2005-5-27,877
Tester,2005-5-28,895
Tester,2005-5-29,808
Tester,2005-5-30,754
Tester,2005-5-31,768
Tester,2005-6-1,896
Tester,2005-6-2,842
Tester,2005-6-3,833
Tester,2005-6-4,875
Tester,2005-6-5,863
Tester,2005-6-6,886
Tester,2005-6-7,839
Tester,2005-6-8,878
Tester,2005-6-9,870
Tester,2005-6-10,896
Tester,2005-6-11,896
Tester,2005-6-12,875
Tester,2005-6-13,870
Tester,2005-6-14,888
Tester,2005-6-15,824
Tester,2005-6-16,897
Tester,2005-6-17,895
Tester,2005-6-18,875
Tester,2005-6-19,893
Tester,2005-6-20,898
Tester,2005-6-21,880
Tester,2005-6-22,887
Tester,2005-6-23,773
Tester,2005-6-24,800
Tester,2005-6-25,863
Tester,2005-6-26,782
Tester,2005-6-27,896
Tester,2005-6-28,889
Tester,2005-6-29,877
Tester,2005-6-30,847
Tester,2005-7-1,885
Tester,2005-7-2,886
Tester,2005-7-3,846
Tester,2005-7-4,893
Tester,2005-7-5,899
Tester,2005-7-6,761
Tester,2005-7-7,870
Tester,2005-7-8,894
Tester,2005-7-9,892
Tester,2005-7-10,830
Tester,2005-7-11,868
Tester,2005-7-12,855
Tester,2005-7-13,872
Tester,2005-7-14,743
Tester,2005-7-15,899
Tester,2005-7-16,713
Tester,2005-7-17,882
Tester,2005-7-18,810
Tester,2005-7-19,889
Tester,2005-7-20,890
Tester,2005-7-21,829
Tester,2005-7-22,850
Tester,2005-7-23,881
Tester,2005-7-24,887
Tester,2005-7-25,874
Tester,2005-7-26,872
Tester,2005-7-27,893
Tester,2005-7-28,893
Tester,2005-7-29,889
Tester,2005-7-30,841
Tester,2005-7-31,866
Tester,2005-8-1,890
Tester,2005-8-2,794
Tester,2005-8-3,890
Tester,2005-8-4,849
Tester,2005-8-5,773
Tester,2005-8-6,882
Tester,2005-8-7,727
Tester,2005-8-8,865
Tester,2005-8-9,888
Tester,2005-8-10,884
Tester,2005-8-11,822
Tester,2005-8-12,822
Tester,2005-8-13,804
