id,job,place,lat,lng,latint,lngint,supplydemand,cost
2,Engineer,Adugodi,12.94759965,77.60630608,129476,776063,10,707
2,Engineer,Kadugodi,13.00104529,77.72629738,130010,777263,10,632
2,Engineer,Hennur,13.03733827,77.65171051,130373,776517,11,821
2,Engineer,KumaraswamyLayout,12.9060229,77.55970001,129060,775597,10,744
2,Engineer,Kamakshipalya,12.9890022,77.52193451,129890,775219,1,1036
2,Engineer,HaralurRoad,12.90581374,77.66282558,129058,776628,1,1052
2,Engineer,Banaswadi,13.01818895,77.64501572,130182,776450,1,1027
3,Designer,KalyanNagar,13.02542238,77.64072418,130254,776407,1,808
3,Designer,Jayamahal,13.00451593,77.59823799,130045,775982,10,554
3,Designer,Kengeri,12.92534816,77.48416901,129253,774842,11,682
3,Designer,KasturbaRoad,12.97378025,77.59489059,129738,775949,11,681
3,Designer,KumaraParkEast,12.98218589,77.58643627,129822,775864,11,617
3,Designer,DoddaballapuraMainRoad,13.13937325,77.56909847,131394,775691,1,861
3,Designer,Thyagarajanagar,12.93187324,77.56708145,129319,775671,1,844
3,Designer,Kanakapura,12.54518017,77.41653442,125452,774165,1,776
3,Designer,BVKIyengarRoad,12.97217018,77.57669449,129722,775767,10,505
3,Designer,Vijayanagar,12.97093648,77.53206253,129709,775321,10,452
3,Designer,K.HRoad,12.95951927,77.59330273,129595,775933,1,803
3,Designer,VarthurRoad,12.95688446,77.70466805,129569,777047,10,449
3,Designer,CrescentRoad,12.98891857,77.58225203,129889,775823,1,854
3,Designer,Sarjapur,12.85787055,77.78629303,128579,777863,1,740
3,Designer,Lingarajapuram,13.00853011,77.63046741,130085,776305,1,735
3,Designer,St.MarksRoad,12.9747421,77.60119915,129747,776012,10,564
3,Designer,HAL2ndStage,12.97378025,77.64347076,129738,776435,11,715
3,Designer,Kalasipalyam,12.96060665,77.58141518,129606,775814,1,771
3,Designer,KempegowdaRoad,12.97444937,77.5778532,129744,775779,10,525
3,Designer,Sadhashivnagar,13.01057898,77.58278847,130106,775828,10,470
3,Designer,AshokNagar,12.97378025,77.58682251,129738,775868,1,805
3,Designer,Subramanyapura,12.89882782,77.5406456,128988,775406,1,737
3,Designer,LavelleRoad,12.96825997,77.5963068,129683,775963,11,658
3,Designer,DickensonRoad,12.97817129,77.6153183,129782,776153,1,797
3,Designer,AustinTown,12.96176721,77.61459947,129618,776146,10,527
3,Designer,Nagashettyhalli,13.04177,77.57343292,130418,775734,11,663
3,Designer,CookeTown,12.97378025,77.58682251,129738,775868,11,660
3,Designer,Kaggalipura,12.97378025,77.58682251,129738,775868,1,800
3,Designer,Srirampuram,12.98766405,77.56519318,129877,775652,10,411
3,Designer,Carmelram,12.90317836,77.71144867,129032,777114,10,507
3,Designer,AirportRoad,12.96625256,77.6259613,129663,776260,11,698
3,Designer,Bidadi,12.97378025,77.58682251,129738,775868,10,533
3,Designer,Viveknagar,12.95345498,77.61995316,129535,776200,10,461
3,Designer,VictoriaRoad,12.96531159,77.61763573,129653,776176,10,410
3,Designer,Dasarahalli,13.05038237,77.51232147,130504,775123,11,712
3,Designer,CunninghamRoad,12.98640952,77.59557724,129864,775956,1,838
3,Designer,K.GCircle,12.97419845,77.57871151,129742,775787,10,524
3,Designer,JPNagar,12.91338508,77.58768082,129134,775877,10,456
3,Designer,MagrathRoad,12.97039282,77.61106968,129704,776111,1,819
3,Designer,HSRLayout,12.91120991,77.6348877,129112,776349,1,765
3,Designer,TumkurRoad,13.03495514,77.52961636,130350,775296,11,622
3,Designer,KanakapuraMainRoad,12.94601033,77.57675886,129460,775768,1,758
3,Designer,Sultanpalya,13.02237015,77.60225058,130224,776023,11,709
3,Designer,MysoreRoad,12.97378025,77.58682251,129738,775868,1,755
3,Designer,VittalMallyaRoad,12.96922184,77.59510517,129692,775951,1,896
3,Designer,Kadubeesanahalli,12.93910919,77.69681454,129391,776968,1,840
3,Designer,Bilekahalli,12.89740552,77.61068344,128974,776107,1,818
3,Designer,Chikkabanavara,13.07613409,77.50785828,130761,775079,1,741
3,Designer,BalajiNagar,12.92610107,77.60836601,129261,776084,1,870
3,Designer,HAL3rdStage,12.96842725,77.65445709,129684,776545,11,728
3,Designer,Nagasandra,13.03909425,77.49026299,130391,774903,11,722
3,Designer,InfantryRoad,12.98042951,77.60428905,129804,776043,1,846
3,Designer,ElectronicCity,12.84427243,77.67007828,128443,776701,11,605
3,Designer,BangaloreUniversity,12.95437509,77.50905991,129544,775091,1,803
3,Designer,Vyalikaval,13.00221611,77.57446289,130022,775745,10,417
3,Designer,Domlur,12.963576,77.63711929,129636,776371,11,620
3,Designer,SankeyRoad,13.00564492,77.58021355,130056,775802,10,425
3,Designer,SahakaraNagar,13.06463812,77.58622169,130646,775862,1,761
3,Designer,RMV2ndStage,13.04051574,77.56587982,130405,775659,1,835
3,Designer,DollarsColony,13.03813264,77.56248951,130381,775625,11,621
3,Designer,HALAirportRoad,12.95972839,77.65591621,129597,776559,10,468
3,Designer,QueensRoad,12.98122407,77.59737968,129812,775974,10,421
3,Designer,Kathriguppe,12.93003285,77.55772591,129300,775577,1,841
3,Designer,TanneryRoad,12.97378025,77.58682251,129738,775868,10,429
3,Designer,NewBELRoad,13.02646766,77.57171631,130265,775717,10,432
3,Designer,CVRamanNagar,12.9844859,77.66115189,129845,776612,11,650
3,Designer,Hoskote,13.07036527,77.78886795,130704,777889,10,533
3,Designer,Virgonagar,13.03733827,77.73033142,130373,777303,1,736
3,Designer,Sanjaynagar,13.03834169,77.58235931,130383,775824,1,886
3,Designer,Gandhinagar,12.98247862,77.57686615,129825,775769,1,738
3,Designer,DispensaryRoad,12.95778365,77.57646918,129578,775765,10,516
3,Designer,GangaNagar,13.02153392,77.58810997,130215,775881,11,585
3,Designer,DJHalli,12.97378025,77.58682251,129738,775868,10,403
3,Designer,K.GNagar,12.97378025,77.58682251,129738,775868,1,884
3,Designer,Rajkunte,13.29675236,77.55111694,132968,775511,10,523
3,Designer,KumaraKrupa,12.97378025,77.58682251,129738,775868,10,440
3,Designer,Chamarajpet,12.97378025,77.58682251,129738,775868,10,475
3,Designer,HRBRLayout,13.01609832,77.6466465,130161,776466,1,840
3,Designer,K.RMarket,12.96432879,77.57830381,129643,775783,1,785
3,Designer,VVPuram,12.95220028,77.57772446,129522,775777,10,485
3,Designer,Murugeshpalya,12.96014661,77.65728951,129601,776573,1,763
3,Designer,Nagarbhavi,12.97210745,77.51420975,129721,775142,10,548
3,Designer,BrigadeRoad,12.97457482,77.60767937,129746,776077,1,776
3,Designer,M.GRoad,12.97436573,77.61300087,129744,776130,1,765
3,Designer,PalaceGuttahalli,12.99602741,77.57489204,129960,775749,11,708
3,Designer,NandidurgaRoad,12.99960266,77.60008335,129996,776001,11,585
3,Designer,Bellandur,12.92677031,77.64982224,129268,776498,1,827
3,Designer,LangfordGardens,12.9629905,77.59986877,129630,775999,1,802
3,Designer,Shanthinagar,12.95437509,77.5979805,129544,775980,1,781
3,Designer,KasturiNagar,13.00589581,77.65763283,130059,776576,10,527
3,Designer,Kodihalli,12.96048118,77.64656067,129605,776466,1,896
3,Designer,HaudinRoad,12.97378025,77.58682251,129738,775868,1,812
3,Designer,KRRoad,12.93199872,77.57373333,129320,775737,1,744
3,Designer,St.JohnsRoad,12.98130771,77.61171341,129813,776117,11,579
3,Designer,NewThippasandra,12.97762764,77.65256882,129776,776526,1,740
3,Designer,Gavipuram,12.97378025,77.58682251,129738,775868,10,493
3,Designer,MahalakshmiLayout,13.02061405,77.54991531,130206,775499,1,876
3,Designer,RichmondTown,12.96399421,77.603302,129640,776033,10,549
3,Designer,Doddanekundi,12.97595487,77.69016266,129760,776902,11,732
3,Designer,Hesaraghatta,13.16440527,77.48622894,131644,774862,11,614
3,Designer,ChurchStreet,12.97542167,77.60379553,129754,776038,1,789
3,Designer,PalaceCrossRoad,12.99717735,77.58731604,129972,775873,11,646
3,Designer,St.ThomasTown,12.97378025,77.58682251,129738,775868,10,402
3,Designer,CommercialStreet,12.98306408,77.60716438,129831,776072,1,877
3,Designer,Nayandahalli,12.9386491,77.52322197,129386,775232,11,580
3,Designer,Agaram,12.95705175,77.63471603,129571,776347,11,591
3,Designer,Kothanur,13.06024861,77.64123917,130602,776412,11,568
3,Designer,Ejipura,12.93982022,77.62999535,129398,776300,10,543
3,Designer,OldMadrasRoad,12.98724587,77.64849186,129872,776485,11,616
3,Designer,HanumanthaNagar,12.97378025,77.58682251,129738,775868,11,581
3,Designer,PadmanabhaNagar,12.91991047,77.55412102,129199,775541,1,883
3,Designer,ArakereGate,12.89060762,77.59862423,128906,775986,10,430
3,Designer,Ramanagaram,12.97378025,77.58682251,129738,775868,10,531
3,Designer,RaceCourseRoad,12.96159992,77.61538267,129616,776154,11,677
3,Designer,Vidyaranyapura,13.08181918,77.55815506,130818,775582,11,640
3,Designer,Rajanukunte,13.17606372,77.56248951,131761,775625,11,670
3,Designer,Vasanthanagar,12.99284936,77.59162903,129928,775916,11,696
3,Designer,Krishnarajapuram,13.00271789,77.67780304,130027,776778,10,542
3,Designer,RichmondRoad,12.96566707,77.60332346,129657,776033,10,400
3,Designer,Malleswaram,13.00857192,77.56433487,130086,775643,11,650
3,Designer,Kumbalgodu,12.95922652,77.56978512,129592,775698,11,606
3,Designer,CoxTown,12.99774186,77.61991024,129977,776199,11,625
3,Designer,Devanhalli,13.24662935,77.70835876,132466,777084,1,801
3,Designer,Maruthisevanagar,13.00020898,77.63299942,130002,776330,10,400
3,Designer,Byatarayanapura,13.06225525,77.60656357,130623,776066,10,537
3,Designer,ResidencyRoad,12.97235837,77.6077652,129724,776078,1,814
3,Designer,DoubleRoad,12.97378025,77.58682251,129738,775868,11,727
3,Designer,Bhoopasandra,12.97378025,77.58682251,129738,775868,1,857
3,Designer,Ulsoor,12.98331499,77.61480331,129833,776148,1,786
3,Designer,JCRoad,12.95661261,77.58162975,129566,775816,1,898
3,Designer,MillersRoad,12.98749678,77.59111404,129875,775911,10,509
3,Designer,HosurRoad,12.92175093,77.61995316,129218,776200,10,463
3,Designer,FrazerTown,12.99841091,77.61484623,129984,776148,11,662
3,Designer,Nagawara,12.97378025,77.58682251,129738,775868,10,551
3,Designer,Shampur,12.97378025,77.58682251,129738,775868,11,659
3,Designer,LangfordRoad,12.96194495,77.59890318,129619,775989,11,692
3,Designer,ChandraLayout,12.94960721,77.5188446,129496,775188,10,523
3,Designer,WheelersRoad,12.99615286,77.61720657,129962,776172,10,540
3,Designer,KumaraParkWest,12.97378025,77.58682251,129738,775868,11,599
3,Designer,Viswaneedam,13.01158251,77.51026154,130116,775103,11,623
3,Designer,RTNagar,13.02094855,77.59677887,130209,775968,11,635
3,Designer,Bommanahalli,12.90803078,77.62870789,129080,776287,10,438
3,Designer,MuseumRoad,12.97378025,77.58682251,129738,775868,10,470
3,Designer,PeenyaIndustrialArea,13.03466247,77.51678467,130347,775168,11,639
3,Designer,Mahadevapura,12.9936857,77.69256592,129937,776926,11,731
3,Designer,MainGuardCrossRoad,12.97988587,77.60673523,129799,776067,10,504
3,Designer,WaltonRoad,12.9724211,77.59822726,129724,775982,1,796
3,Designer,Puttenahalli,12.89949714,77.58201599,128995,775820,10,445
3,Designer,Chickpet,12.9707692,77.57188797,129708,775719,11,628
3,Designer,JCNagar,13.00698298,77.5929594,130070,775930,10,462
3,Designer,CubbonPark,12.97378025,77.58682251,129738,775868,11,662
3,Designer,Konanakunte,12.88343302,77.56416321,128834,775642,11,694
3,Designer,Marathahalli,12.95437509,77.70114899,129544,777011,11,595
3,Designer,Mathikere,13.02579868,77.56708145,130258,775671,10,455
3,Designer,Madivala,12.92158362,77.62802124,129216,776280,11,618
3,Designer,JeevanbheemaNagar,12.96483064,77.66115189,129648,776612,11,637
3,Designer,Jayanagar,12.93245882,77.58184433,129325,775818,1,855
3,Designer,Indiranagar,12.97294385,77.63935089,129729,776394,11,596
3,Designer,RajaRajeshwariNagar,12.9127158,77.51017571,129127,775102,11,680
3,Designer,HBRLayout,13.02730388,77.62716293,130273,776272,1,783
3,Designer,Jalahalli,13.05355968,77.54201889,130536,775420,1,852
3,Designer,BangaloreCBD,12.97378025,77.58682251,129738,775868,10,454
3,Designer,MissionRoad,12.97378025,77.58682251,129738,775868,11,599
3,Designer,ArabicCollege,13.03215388,77.62269974,130322,776227,10,473
3,Designer,Sadahalli,13.21166243,77.64613152,132117,776461,10,531
3,Designer,Whitefield,12.97946768,77.72415161,129795,777242,1,816
3,Designer,BTMLayout,12.91472363,77.61634827,129147,776163,10,552
3,Designer,Rajajinagar,12.98615861,77.55300522,129862,775530,10,500
3,Designer,Jakkur,13.07814061,77.59609222,130781,775961,10,563
3,Designer,BannerghattaRoad,12.8333934,77.58871078,128334,775887,10,409
3,Designer,Seshadripuram,12.98816586,77.58733749,129882,775873,10,555
3,Designer,Shivajinagar,12.98858403,77.60484695,129886,776048,1,837
3,Designer,WilsonGarden,12.94433734,77.6002121,129443,776002,10,409
3,Designer,Koramangala,12.92978189,77.62149811,129298,776215,11,568
3,Designer,Kammanahalli,13.0266349,77.63566017,130266,776357,11,609
3,Designer,Hebbal,13.03533142,77.59883881,130353,775988,11,618
3,Designer,Laggere,13.01660007,77.52124786,130166,775212,1,767
3,Designer,Banashankari,12.94885438,77.54579544,129489,775458,10,549
3,Designer,JnanaBharathi,12.94534113,77.50236511,129453,775024,1,813
3,Designer,Basaveshwaranagar,12.99519109,77.54476547,129952,775448,10,514
3,Designer,Brookefield,12.964747,77.7232933,129647,777233,11,622
3,Designer,SanjeeviniNagar,12.97378025,77.58682251,129738,775868,1,893
3,Designer,BensonTown,12.99761641,77.60398865,129976,776040,10,493
3,Designer,Basavangudi,12.92974006,77.57098675,129297,775710,10,548
3,Designer,Yeshwanthpur,13.02922717,77.54562378,130292,775456,10,550
3,Designer,Vimanapura,12.95834825,77.66797543,129583,776680,1,809
3,Designer,Yelahanka,13.10188313,77.59969711,131019,775997,1,896
3,Designer,Adugodi,12.94759965,77.60630608,129476,776063,11,653
3,Designer,Kadugodi,13.00104529,77.72629738,130010,777263,1,864
3,Designer,Hennur,13.03733827,77.65171051,130373,776517,11,643
3,Designer,KumaraswamyLayout,12.9060229,77.55970001,129060,775597,11,682
3,Designer,Kamakshipalya,12.9890022,77.52193451,129890,775219,11,613
3,Designer,HaralurRoad,12.90581374,77.66282558,129058,776628,11,584
3,Designer,Banaswadi,13.01818895,77.64501572,130182,776450,11,579
4,Plumber,KalyanNagar,13.02542238,77.64072418,130254,776407,10,311
4,Plumber,Jayamahal,13.00451593,77.59823799,130045,775982,11,415
4,Plumber,Kengeri,12.92534816,77.48416901,129253,774842,10,266
4,Plumber,KasturbaRoad,12.97378025,77.59489059,129738,775949,1,469
4,Plumber,KumaraParkEast,12.98218589,77.58643627,129822,775864,10,333
4,Plumber,DoddaballapuraMainRoad,13.13937325,77.56909847,131394,775691,11,364
4,Plumber,Thyagarajanagar,12.93187324,77.56708145,129319,775671,1,481
4,Plumber,Kanakapura,12.54518017,77.41653442,125452,774165,11,376
4,Plumber,BVKIyengarRoad,12.97217018,77.57669449,129722,775767,1,496
4,Plumber,Vijayanagar,12.97093648,77.53206253,129709,775321,10,272
4,Plumber,K.HRoad,12.95951927,77.59330273,129595,775933,1,496
4,Plumber,VarthurRoad,12.95688446,77.70466805,129569,777047,10,257
4,Plumber,CrescentRoad,12.98891857,77.58225203,129889,775823,1,485
4,Plumber,Sarjapur,12.85787055,77.78629303,128579,777863,11,407
4,Plumber,Lingarajapuram,13.00853011,77.63046741,130085,776305,10,254
4,Plumber,St.MarksRoad,12.9747421,77.60119915,129747,776012,11,378
4,Plumber,HAL2ndStage,12.97378025,77.64347076,129738,776435,10,272
4,Plumber,Kalasipalyam,12.96060665,77.58141518,129606,775814,1,464
4,Plumber,KempegowdaRoad,12.97444937,77.5778532,129744,775779,11,353
4,Plumber,Sadhashivnagar,13.01057898,77.58278847,130106,775828,1,466
4,Plumber,AshokNagar,12.97378025,77.58682251,129738,775868,10,285
4,Plumber,Subramanyapura,12.89882782,77.5406456,128988,775406,11,398
4,Plumber,LavelleRoad,12.96825997,77.5963068,129683,775963,10,298
4,Plumber,DickensonRoad,12.97817129,77.6153183,129782,776153,11,341
4,Plumber,AustinTown,12.96176721,77.61459947,129618,776146,11,374
4,Plumber,Nagashettyhalli,13.04177,77.57343292,130418,775734,11,410
4,Plumber,CookeTown,12.97378025,77.58682251,129738,775868,1,474
4,Plumber,Kaggalipura,12.97378025,77.58682251,129738,775868,11,382
4,Plumber,Srirampuram,12.98766405,77.56519318,129877,775652,1,491
4,Plumber,Carmelram,12.90317836,77.71144867,129032,777114,1,444
4,Plumber,AirportRoad,12.96625256,77.6259613,129663,776260,1,444
4,Plumber,Bidadi,12.97378025,77.58682251,129738,775868,10,321
4,Plumber,Viveknagar,12.95345498,77.61995316,129535,776200,1,438
4,Plumber,VictoriaRoad,12.96531159,77.61763573,129653,776176,1,445
4,Plumber,Dasarahalli,13.05038237,77.51232147,130504,775123,11,383
4,Plumber,CunninghamRoad,12.98640952,77.59557724,129864,775956,10,324
4,Plumber,K.GCircle,12.97419845,77.57871151,129742,775787,1,480
4,Plumber,JPNagar,12.91338508,77.58768082,129134,775877,10,315
4,Plumber,MagrathRoad,12.97039282,77.61106968,129704,776111,1,497
4,Plumber,HSRLayout,12.91120991,77.6348877,129112,776349,10,283
4,Plumber,TumkurRoad,13.03495514,77.52961636,130350,775296,11,358
4,Plumber,KanakapuraMainRoad,12.94601033,77.57675886,129460,775768,11,397
4,Plumber,Sultanpalya,13.02237015,77.60225058,130224,776023,10,288
4,Plumber,MysoreRoad,12.97378025,77.58682251,129738,775868,1,486
4,Plumber,VittalMallyaRoad,12.96922184,77.59510517,129692,775951,1,435
4,Plumber,Kadubeesanahalli,12.93910919,77.69681454,129391,776968,10,290
4,Plumber,Bilekahalli,12.89740552,77.61068344,128974,776107,11,349
4,Plumber,Chikkabanavara,13.07613409,77.50785828,130761,775079,10,311
4,Plumber,BalajiNagar,12.92610107,77.60836601,129261,776084,10,326
4,Plumber,HAL3rdStage,12.96842725,77.65445709,129684,776545,11,350
4,Plumber,Nagasandra,13.03909425,77.49026299,130391,774903,1,462
4,Plumber,InfantryRoad,12.98042951,77.60428905,129804,776043,10,331
4,Plumber,ElectronicCity,12.84427243,77.67007828,128443,776701,10,313
4,Plumber,BangaloreUniversity,12.95437509,77.50905991,129544,775091,11,376
4,Plumber,Vyalikaval,13.00221611,77.57446289,130022,775745,10,321
4,Plumber,Domlur,12.963576,77.63711929,129636,776371,10,301
4,Plumber,SankeyRoad,13.00564492,77.58021355,130056,775802,1,446
4,Plumber,SahakaraNagar,13.06463812,77.58622169,130646,775862,1,483
4,Plumber,RMV2ndStage,13.04051574,77.56587982,130405,775659,1,452
4,Plumber,DollarsColony,13.03813264,77.56248951,130381,775625,11,392
4,Plumber,HALAirportRoad,12.95972839,77.65591621,129597,776559,1,433
4,Plumber,QueensRoad,12.98122407,77.59737968,129812,775974,11,396
4,Plumber,Kathriguppe,12.93003285,77.55772591,129300,775577,10,267
4,Plumber,TanneryRoad,12.97378025,77.58682251,129738,775868,11,399
4,Plumber,NewBELRoad,13.02646766,77.57171631,130265,775717,10,258
4,Plumber,CVRamanNagar,12.9844859,77.66115189,129845,776612,11,401
4,Plumber,Hoskote,13.07036527,77.78886795,130704,777889,10,301
4,Plumber,Virgonagar,13.03733827,77.73033142,130373,777303,11,386
4,Plumber,Sanjaynagar,13.03834169,77.58235931,130383,775824,10,330
4,Plumber,Gandhinagar,12.98247862,77.57686615,129825,775769,1,454
4,Plumber,DispensaryRoad,12.95778365,77.57646918,129578,775765,1,497
4,Plumber,GangaNagar,13.02153392,77.58810997,130215,775881,10,286
4,Plumber,DJHalli,12.97378025,77.58682251,129738,775868,10,332
4,Plumber,K.GNagar,12.97378025,77.58682251,129738,775868,10,250
4,Plumber,Rajkunte,13.29675236,77.55111694,132968,775511,10,291
4,Plumber,KumaraKrupa,12.97378025,77.58682251,129738,775868,1,481
4,Plumber,Chamarajpet,12.97378025,77.58682251,129738,775868,1,483
4,Plumber,HRBRLayout,13.01609832,77.6466465,130161,776466,11,367
4,Plumber,K.RMarket,12.96432879,77.57830381,129643,775783,1,465
4,Plumber,VVPuram,12.95220028,77.57772446,129522,775777,1,467
4,Plumber,Murugeshpalya,12.96014661,77.65728951,129601,776573,11,352
4,Plumber,Nagarbhavi,12.97210745,77.51420975,129721,775142,11,410
4,Plumber,BrigadeRoad,12.97457482,77.60767937,129746,776077,1,468
4,Plumber,M.GRoad,12.97436573,77.61300087,129744,776130,10,308
4,Plumber,PalaceGuttahalli,12.99602741,77.57489204,129960,775749,10,331
4,Plumber,NandidurgaRoad,12.99960266,77.60008335,129996,776001,1,424
4,Plumber,Bellandur,12.92677031,77.64982224,129268,776498,10,324
4,Plumber,LangfordGardens,12.9629905,77.59986877,129630,775999,10,321
4,Plumber,Shanthinagar,12.95437509,77.5979805,129544,775980,11,395
4,Plumber,KasturiNagar,13.00589581,77.65763283,130059,776576,10,308
4,Plumber,Kodihalli,12.96048118,77.64656067,129605,776466,1,480
4,Plumber,HaudinRoad,12.97378025,77.58682251,129738,775868,11,361
4,Plumber,KRRoad,12.93199872,77.57373333,129320,775737,10,274
4,Plumber,St.JohnsRoad,12.98130771,77.61171341,129813,776117,10,316
4,Plumber,NewThippasandra,12.97762764,77.65256882,129776,776526,11,380
4,Plumber,Gavipuram,12.97378025,77.58682251,129738,775868,10,300
4,Plumber,MahalakshmiLayout,13.02061405,77.54991531,130206,775499,1,474
4,Plumber,RichmondTown,12.96399421,77.603302,129640,776033,11,404
4,Plumber,Doddanekundi,12.97595487,77.69016266,129760,776902,11,386
4,Plumber,Hesaraghatta,13.16440527,77.48622894,131644,774862,1,459
4,Plumber,ChurchStreet,12.97542167,77.60379553,129754,776038,1,492
4,Plumber,PalaceCrossRoad,12.99717735,77.58731604,129972,775873,10,316
4,Plumber,St.ThomasTown,12.97378025,77.58682251,129738,775868,11,350
4,Plumber,CommercialStreet,12.98306408,77.60716438,129831,776072,10,299
4,Plumber,Nayandahalli,12.9386491,77.52322197,129386,775232,1,467
4,Plumber,Agaram,12.95705175,77.63471603,129571,776347,1,458
4,Plumber,Kothanur,13.06024861,77.64123917,130602,776412,1,470
4,Plumber,Ejipura,12.93982022,77.62999535,129398,776300,1,429
4,Plumber,OldMadrasRoad,12.98724587,77.64849186,129872,776485,10,313
4,Plumber,HanumanthaNagar,12.97378025,77.58682251,129738,775868,10,312
4,Plumber,PadmanabhaNagar,12.91991047,77.55412102,129199,775541,11,373
4,Plumber,ArakereGate,12.89060762,77.59862423,128906,775986,11,365
4,Plumber,Ramanagaram,12.97378025,77.58682251,129738,775868,11,378
4,Plumber,RaceCourseRoad,12.96159992,77.61538267,129616,776154,1,454
4,Plumber,Vidyaranyapura,13.08181918,77.55815506,130818,775582,10,294
4,Plumber,Rajanukunte,13.17606372,77.56248951,131761,775625,11,405
4,Plumber,Vasanthanagar,12.99284936,77.59162903,129928,775916,11,376
4,Plumber,Krishnarajapuram,13.00271789,77.67780304,130027,776778,1,466
4,Plumber,RichmondRoad,12.96566707,77.60332346,129657,776033,11,379
4,Plumber,Malleswaram,13.00857192,77.56433487,130086,775643,11,375
4,Plumber,Kumbalgodu,12.95922652,77.56978512,129592,775698,10,288
4,Plumber,CoxTown,12.99774186,77.61991024,129977,776199,10,273
4,Plumber,Devanhalli,13.24662935,77.70835876,132466,777084,10,297
4,Plumber,Maruthisevanagar,13.00020898,77.63299942,130002,776330,10,319
4,Plumber,Byatarayanapura,13.06225525,77.60656357,130623,776066,11,362
4,Plumber,ResidencyRoad,12.97235837,77.6077652,129724,776078,10,276
4,Plumber,DoubleRoad,12.97378025,77.58682251,129738,775868,10,325
4,Plumber,Bhoopasandra,12.97378025,77.58682251,129738,775868,10,326
4,Plumber,Ulsoor,12.98331499,77.61480331,129833,776148,1,458
4,Plumber,JCRoad,12.95661261,77.58162975,129566,775816,11,415
4,Plumber,MillersRoad,12.98749678,77.59111404,129875,775911,11,363
4,Plumber,HosurRoad,12.92175093,77.61995316,129218,776200,1,457
4,Plumber,FrazerTown,12.99841091,77.61484623,129984,776148,11,380
4,Plumber,Nagawara,12.97378025,77.58682251,129738,775868,1,467
4,Plumber,Shampur,12.97378025,77.58682251,129738,775868,10,325
4,Plumber,LangfordRoad,12.96194495,77.59890318,129619,775989,11,341
4,Plumber,ChandraLayout,12.94960721,77.5188446,129496,775188,1,498
4,Plumber,WheelersRoad,12.99615286,77.61720657,129962,776172,1,489
4,Plumber,KumaraParkWest,12.97378025,77.58682251,129738,775868,10,258
4,Plumber,Viswaneedam,13.01158251,77.51026154,130116,775103,11,351
4,Plumber,RTNagar,13.02094855,77.59677887,130209,775968,1,417
4,Plumber,Bommanahalli,12.90803078,77.62870789,129080,776287,11,383
4,Plumber,MuseumRoad,12.97378025,77.58682251,129738,775868,10,264
4,Plumber,PeenyaIndustrialArea,13.03466247,77.51678467,130347,775168,10,255
4,Plumber,Mahadevapura,12.9936857,77.69256592,129937,776926,1,445
4,Plumber,MainGuardCrossRoad,12.97988587,77.60673523,129799,776067,10,288
4,Plumber,WaltonRoad,12.9724211,77.59822726,129724,775982,10,279
4,Plumber,Puttenahalli,12.89949714,77.58201599,128995,775820,10,259
4,Plumber,Chickpet,12.9707692,77.57188797,129708,775719,11,349
4,Plumber,JCNagar,13.00698298,77.5929594,130070,775930,1,461
4,Plumber,CubbonPark,12.97378025,77.58682251,129738,775868,10,313
4,Plumber,Konanakunte,12.88343302,77.56416321,128834,775642,1,424
4,Plumber,Marathahalli,12.95437509,77.70114899,129544,777011,1,458
4,Plumber,Mathikere,13.02579868,77.56708145,130258,775671,11,357
4,Plumber,Madivala,12.92158362,77.62802124,129216,776280,1,497
4,Plumber,JeevanbheemaNagar,12.96483064,77.66115189,129648,776612,1,441
4,Plumber,Jayanagar,12.93245882,77.58184433,129325,775818,1,435
4,Plumber,Indiranagar,12.97294385,77.63935089,129729,776394,1,421
4,Plumber,RajaRajeshwariNagar,12.9127158,77.51017571,129127,775102,1,477
4,Plumber,HBRLayout,13.02730388,77.62716293,130273,776272,1,442
4,Plumber,Jalahalli,13.05355968,77.54201889,130536,775420,10,294
4,Plumber,BangaloreCBD,12.97378025,77.58682251,129738,775868,10,293
4,Plumber,MissionRoad,12.97378025,77.58682251,129738,775868,1,438
4,Plumber,ArabicCollege,13.03215388,77.62269974,130322,776227,1,468
4,Plumber,Sadahalli,13.21166243,77.64613152,132117,776461,1,430
4,Plumber,Whitefield,12.97946768,77.72415161,129795,777242,1,470
4,Plumber,BTMLayout,12.91472363,77.61634827,129147,776163,11,390
4,Plumber,Rajajinagar,12.98615861,77.55300522,129862,775530,10,312
4,Plumber,Jakkur,13.07814061,77.59609222,130781,775961,1,492
4,Plumber,BannerghattaRoad,12.8333934,77.58871078,128334,775887,11,382
4,Plumber,Seshadripuram,12.98816586,77.58733749,129882,775873,11,406
4,Plumber,Shivajinagar,12.98858403,77.60484695,129886,776048,1,490
4,Plumber,WilsonGarden,12.94433734,77.6002121,129443,776002,10,286
4,Plumber,Koramangala,12.92978189,77.62149811,129298,776215,11,384
4,Plumber,Kammanahalli,13.0266349,77.63566017,130266,776357,1,465
4,Plumber,Hebbal,13.03533142,77.59883881,130353,775988,1,458
4,Plumber,Laggere,13.01660007,77.52124786,130166,775212,11,381
4,Plumber,Banashankari,12.94885438,77.54579544,129489,775458,11,335
4,Plumber,JnanaBharathi,12.94534113,77.50236511,129453,775024,1,477
4,Plumber,Basaveshwaranagar,12.99519109,77.54476547,129952,775448,11,389
4,Plumber,Brookefield,12.964747,77.7232933,129647,777233,1,426
